fecha,vol_util
2011-08-30,12986082054.4
2011-08-31,12922482815.0
2011-09-01,12864961708.6
2011-09-02,12803508170.5
2011-09-03,12772951402.6
2011-09-04,12763714391.6
2011-09-05,12719295992.9
2011-09-06,12696515751.5
2011-09-07,12708679161.1
2011-09-08,12715263375.4
2011-09-09,12752647170.7
2011-09-10,12750898068.0
2011-09-11,12811615107.7
2011-09-12,12892784372.5
2011-09-13,12872021023.7
2011-09-14,12860396729.9
2011-09-15,12841370158.2
2011-09-16,12828738708.4
2011-09-17,12811998198.6
2011-09-18,12894924346.7
2011-09-19,12886681115.4
2011-09-20,12958250166.6
2011-09-21,12942130442.2
2011-09-22,12892116146.3
2011-09-23,12848718604.5
2011-09-24,12794102057.1
2011-09-25,12856420468.4
2011-09-26,12903716005.8
2011-09-27,12883979715.1
2011-09-28,12848387065.6
2011-09-29,12806314301.8
2011-09-30,12767229181.7
2011-10-01,12720875058.1
2011-10-02,12689690708.7
2011-10-03,12641985580.5
2011-10-04,12631840867.3
2011-10-05,12628912361.0
2011-10-06,12614569621.9
2011-10-07,12675147134.3
2011-10-08,12689676346.7
2011-10-09,12716346653.1
2011-10-10,12769192234.8
2011-10-11,12765619821.3
2011-10-12,12780024289.4
2011-10-13,12821842868.9
2011-10-14,12836973137.8
2011-10-15,12906878840.9
2011-10-16,12995196681.8
2011-10-17,13108975251.7
2011-10-18,13161672953.4
2011-10-19,13151149003.7
2011-10-20,13150766075.3
2011-10-21,13128967138.7
2011-10-22,13141873506.2
2011-10-23,13152187898.2
2011-10-24,13192241429.3
2011-10-25,13218939406.9
2011-10-26,13199543554.8
2011-10-27,13196124006.0
2011-10-28,13248273618.4
2011-10-29,13286700255.2
2011-10-30,13356154341.3
2011-10-31,13336820932.8
2011-11-01,13290250062.6
2011-11-02,13238492492.4
2011-11-03,13195924095.5
2011-11-04,13156708369.3
2011-11-05,13148461773.8
2011-11-06,13181079960.2
2011-11-07,13174196330.5
2011-11-08,13197848619.7
2011-11-09,13231570075.3
2011-11-10,13222477585.8
2011-11-11,13241047286.5
2011-11-12,13330484714.2
2011-11-13,13403460190.2
2011-11-14,13457485728.3
2011-11-15,13526040734.5
2011-11-16,13562820631.6
2011-11-17,13650939179.3
2011-11-18,13782427886.9
2011-11-19,13862083966.3
2011-11-20,13914153192.5
2011-11-21,13936065737.1
2011-11-22,13947490363.4
2011-11-23,13973568558.0
2011-11-24,14014288714.0
2011-11-25,14017271209.6
2011-11-26,14013737593.8
2011-11-27,14041647556.0
2011-11-28,14047653295.9
2011-11-29,14134542731.8
2011-11-30,14183925688.7
2011-12-01,14236001775.4
2011-12-02,14245568192.5
2011-12-03,14269595880.9
2011-12-04,14287632152.9
2011-12-05,14348619245.2
2011-12-06,14379020900.2
2011-12-07,14413164818.1
2011-12-08,14501579140.9
2011-12-09,14475429607.9
2011-12-10,14460973169.2
2011-12-11,14444877177.2
2011-12-12,14469563424.6
2011-12-13,14472251187.7
2011-12-14,14469844474.5
2011-12-15,14498069766.7
2011-12-16,14492074314.9
2011-12-17,14482266496.0
2011-12-18,14454002551.3
2011-12-19,14430102799.6
2011-12-20,14402469120.9
2011-12-21,14344529175.3
2011-12-22,14214618862.2
2011-12-23,14151477856.8
2011-12-24,14124518217.3
2011-12-25,14100236644.6
2011-12-26,14068203187.1
2011-12-27,14065292757.3
2011-12-28,14047283611.9
2011-12-29,14064775622.6
2011-12-30,14003270498.5
2011-12-31,13967942628.3
2012-01-01,13939314184.9
2012-01-02,13894253500.0
2012-01-03,13907760818.2
2012-01-04,13887006023.3
2012-01-05,13545908591.3
2012-01-06,13545385367.7
2012-01-07,13529668570.5
2012-01-08,13501932513.7
2012-01-09,13461750485.0
2012-01-10,13419413782.5
2012-01-11,13373001054.7
2012-01-12,13318716114.7
2012-01-13,13255219458.7
2012-01-14,13234180000.9
2012-01-15,13237821082.2
2012-01-16,13191312410.6
2012-01-17,13153098380.8
2012-01-18,13165373676.5
2012-01-19,13149006468.6
2012-01-20,13125100798.0
2012-01-21,13105109109.2
2012-01-22,13124128803.2
2012-01-23,13107241159.0
2012-01-24,13082892536.6
2012-01-25,13045191735.0
2012-01-26,13002723624.0
2012-01-27,12951806864.2
2012-01-28,12899036570.5
2012-01-29,12877946665.0
2012-01-30,12835772922.1
2012-01-31,12801465125.9
2012-02-01,12728712892.8
2012-02-02,12664981980.8
2012-02-03,12588476560.1
2012-02-04,12527012096.6
2012-02-05,12495718547.7
2012-02-06,12522677987.5
2012-02-07,12495036831.4
2012-02-08,12504555900.2
2012-02-09,12459003188.4
2012-02-10,12406666633.2
2012-02-11,12356299557.0
2012-02-12,12320629213.1
2012-02-13,12244070778.1
2012-02-14,12163752195.6
2012-02-15,12083763085.0
2012-02-16,11998599582.3
2012-02-17,11913349764.9
2012-02-18,11840300056.5
2012-02-19,11776775132.3
2012-02-20,11695836440.5
2012-02-21,11599095357.4
2012-02-22,11506366925.1
2012-02-23,11409095221.8
2012-02-24,11312884076.5
2012-02-25,11233420574.4
2012-02-26,11169106674.4
2012-02-27,11077935056.3
2012-02-28,11011147755.3
2012-02-29,10941440359.1
2012-03-01,10872386498.0
2012-03-02,10790821195.8
2012-03-03,10762082175.6
2012-03-04,10767260633.1
2012-03-05,10759963337.0
2012-03-06,10697041094.1
2012-03-07,10614170286.3
2012-03-08,10539737199.0
2012-03-09,10473920792.4
2012-03-10,10416871828.6
2012-03-11,10376009506.9
2012-03-12,10353240218.7
2012-03-13,10312378710.4
2012-03-14,10230871340.0
2012-03-15,10146639824.3
2012-03-16,10089478464.2
2012-03-17,10112415586.2
2012-03-18,10100676390.9
2012-03-19,10111811216.0
2012-03-20,10092798221.3
2012-03-21,10062625464.2
2012-03-22,10091581826.3
2012-03-23,10044971742.5
2012-03-24,10036595051.0
2012-03-25,10037286683.8
2012-03-26,10025771930.7
2012-03-27,9990738956.4
2012-03-28,9965376102.6
2012-03-29,9901279567.1
2012-03-30,9920416728.9
2012-03-31,9910812080.0
2012-04-01,9891367700.4
2012-04-02,9887198115.6
2012-04-03,9908521227.8
2012-04-04,9888661478.9
2012-04-05,9892207445.9
2012-04-06,9890227277.1
2012-04-07,9986644737.1
2012-04-08,10053696109.8
2012-04-09,10092782820.8
2012-04-10,10176706761.1
2012-04-11,10312779406.4
2012-04-12,10586268421.6
2012-04-13,10704065902.1
2012-04-14,10778514678.7
2012-04-15,10857941454.3
2012-04-16,10910089443.8
2012-04-17,10915374953.8
2012-04-18,10952079115.1
2012-04-19,11028402809.0
2012-04-20,11061478022.7
2012-04-21,11141911589.7
2012-04-22,11351848380.8
2012-04-23,11413356408.2
2012-04-24,11491725487.4
2012-04-25,11521717398.2
2012-04-26,11548294008.0
2012-04-27,11577545676.6
2012-04-28,11652236006.0
2012-04-29,11698881426.4
2012-04-30,11721627135.2
2012-05-01,12023786565.4
2012-05-02,12186947626.9
2012-05-03,12257384232.9
2012-05-04,12279550554.8
2012-05-05,12297368195.3
2012-05-06,12340676760.0
2012-05-07,12393248946.5
2012-05-08,12428918977.7
2012-05-09,12475277832.0
2012-05-10,12486475244.6
2012-05-11,12512393178.4
2012-05-12,12652254881.0
2012-05-13,12698482745.0
2012-05-14,12679596725.0
2012-05-15,12619472129.3
2012-05-16,12566266985.6
2012-05-17,12530415612.5
2012-05-18,12536910553.1
2012-05-19,12593855029.2
2012-05-20,12629960790.8
2012-05-21,12707111930.6
2012-05-22,12819614769.1
2012-05-23,12862906556.9
2012-05-24,12859614572.9
2012-05-25,12839746530.4
2012-05-26,12894800059.1
2012-05-27,12888364305.7
2012-05-28,12873141826.6
2012-05-29,12850304850.9
2012-05-30,12817350197.6
2012-05-31,12772936963.2
2012-06-01,12793337934.8
2012-06-02,12806674779.8
2012-06-03,12802672113.4
2012-06-04,12760286942.9
2012-06-05,12715695495.1
2012-06-06,12659757190.0
2012-06-07,12661977845.4
2012-06-08,12660523924.4
2012-06-09,12646972070.0
2012-06-10,12694717766.1
2012-06-11,12746550327.0
2012-06-12,12792556389.4
2012-06-13,12830092640.7
2012-06-14,12860847999.5
2012-06-15,12886410439.9
2012-06-16,12949846181.5
2012-06-17,12965820415.8
2012-06-18,12960866826.5
2012-06-19,12916806955.0
2012-06-20,12877713420.0
2012-06-21,12887727905.1
2012-06-22,12846021613.3
2012-06-23,12799111541.1
2012-06-24,12770242258.5
2012-06-25,12746184534.9
2012-06-26,12729804897.0
2012-06-27,12737042467.9
2012-06-28,12748292093.2
2012-06-29,12736621513.8
2012-06-30,12794926014.4
2012-07-01,12896292371.9
2012-07-02,12924877669.7
2012-07-03,12930356545.9
2012-07-04,12958346378.5
2012-07-05,12978062283.4
2012-07-06,13021449889.5
2012-07-07,13037894017.3
2012-07-08,13034815696.7
2012-07-09,12994880986.1
2012-07-10,12990495686.8
2012-07-11,13014967414.8
2012-07-12,13075745772.8
2012-07-13,13084062344.3
2012-07-14,13126422586.7
2012-07-15,13233971724.8
2012-07-16,13205966362.0
2012-07-17,13168521022.6
2012-07-18,13147905739.9
2012-07-19,13133849962.6
2012-07-20,13105802173.5
2012-07-21,13069076208.5
2012-07-22,13075452313.8
2012-07-23,13110375607.8
2012-07-24,13111338031.2
2012-07-25,13077489633.2
2012-07-26,13072643509.6
2012-07-27,13041221267.0
2012-07-28,13074401675.7
2012-07-29,13063864284.2
2012-07-30,13152749161.9
2012-07-31,13104064373.6
2012-08-01,13076942311.9
2012-08-02,13070483881.5
2012-08-03,13042113682.4
2012-08-04,13063759537.0
2012-08-05,13084482212.7
2012-08-06,13065720568.2
2012-08-07,13061118583.6
2012-08-08,13059897735.8
2012-08-09,13038169051.9
2012-08-10,12991703880.7
2012-08-11,12965307054.4
2012-08-12,12970530311.2
2012-08-13,12988542390.9
2012-08-14,13012918070.1
2012-08-15,13049468799.2
2012-08-16,13032702671.8
2012-08-17,13096891641.9
2012-08-18,13112060118.4
2012-08-19,13162869473.7
2012-08-20,13256329129.4
2012-08-21,13252397276.1
2012-08-22,13257604420.5
2012-08-23,13312859007.3
2012-08-24,13307782917.2
2012-08-25,13298066258.6
2012-08-26,13424490871.2
2012-08-27,13423930002.3
2012-08-28,13378461486.9
2012-08-29,13346340518.3
2012-08-30,13292465650.0
2012-08-31,13266158225.3
2012-09-01,13239410525.4
2012-09-02,13214248580.8
2012-09-03,13186746034.8
2012-09-04,13150123307.7
2012-09-05,13139042098.4
