precio_bolsa,demanda,disp_dec_hidraulica,disp_dec_no_termica,disp_dec_termica,disponibilidad_declarada,gen_hidraulica,gen_no_termica,gen_termica,generacion,aportes_energia,precio_oferta,vol_util,indice_ONI,vertimientos
142.7784366666666,157540157.12999997,315060.606060606,101166.66666666669,105657.73809523808,189010.60606060608,79623134.84,13871888.51,66187654.88,159682678.23,40529900.0,309.1386326530613,9037338342.2,1.5,0.0
131.64022833333328,158713606.58999997,320950.7575757576,105000.0,107943.45238095238,192878.7878787879,79345377.86,14079469.21,67635544.19999999,161060391.27,37489200.0,307.81928571428574,8989939846.2,1.5,0.0
146.43726999999993,149398717.34,301946.96969696967,110000.0,106956.84523809524,185229.54545454544,70196423.94,13060233.09,68524761.19,151781418.22,42679200.0,343.3409795918368,8955216803.8,1.5,0.0
124.5553116666666,134621639.24,307401.51515151514,110000.0,107938.98809523808,187911.36363636365,57338076.71,12538757.49,66708034.46,136584868.66,31863500.0,345.99483673469393,8923789020.8,1.5,0.0
130.6087616666667,157090048.60000002,347856.0606060606,114000.0,114333.33333333334,207712.1212121212,77945978.0,13559209.28,67803608.71000001,159308795.99,32256000.0,350.1825102040816,8867778356.5,1.2,0.0
133.40637999999998,160081642.68,333984.84848484845,114000.0,113227.67857142857,201600.7575757576,80695312.53999999,14529756.85,66970504.88,162195574.27,30175300.0,357.1961020408164,8809410013.1,1.2,0.0
127.49713666666668,161219300.35000002,332625.0,114000.0,110892.85714285714,199868.18181818185,88411682.12,14640655.16,60610976.71,163663313.99,32331600.0,316.7064489795918,8742671779.9,1.2,0.0
129.4265333333333,163482861.18999997,329255.6818181818,114000.0,110328.86904761904,198233.3333333333,91215221.83,14789321.62,60235102.88,166239646.33,29032100.0,313.75620408163263,8670475794.8,1.2,0.0
130.34922000000003,162974222.1,341977.2727272727,114000.0,111970.23809523808,204157.57575757572,92811101.17,12338939.62,60711012.86,165861053.65,31084900.0,318.8881632653061,8593825374.7,1.2,0.0
159.64293166666664,152560091.37,325992.42424242425,114000.0,111968.75,197762.8787878788,77420955.27,13018866.87,64657946.59,155097768.73,44297100.0,365.8891632653061,8552373383.9,1.2,0.0
132.02235166666662,133982359.53000005,336090.9090909091,114000.0,111831.84523809524,201732.57575757572,63483139.27,12739386.98,60186893.47,136409419.72,36255100.0,323.12551020408165,8517744751.9,1.2,0.0
155.26313666666667,158852723.29,337765.1515151515,114000.0,110727.67857142857,201840.15151515152,77765411.99,14648787.97,69056976.58,161471176.54,38084800.0,325.97242857142857,8464771764.8,1.2,0.0
172.68359166666673,159139408.68999994,325011.36363636365,111000.0,104105.65476190476,193094.696969697,79138348.71000001,14293522.04,68083914.91,161515785.66,55865100.0,369.67089795918366,8435416834.5,1.2,0.0
143.76172000000005,158797403.94999996,320553.03030303033,111000.0,104107.14285714286,191312.1212121212,80437778.58,14323017.68,66382756.93,161143553.19,36460600.0,310.4747142857143,8386215895.5,1.2,0.0
139.61142833333335,159275432.14,319242.42424242425,111000.0,105672.61904761904,191584.84848484848,81649963.67999999,13719070.74,66160353.76,161529388.18,40258400.0,315.077612244898,8332670321.8,1.2,0.0
161.26422000000002,159617981.75,326134.46969696967,107000.0,104775.29761904762,193521.2121212121,81466466.01,13623270.73,66844200.0,161933936.74,38195600.0,354.18493877551026,8278342339.3,1.2,0.0
175.26501499999998,150927070.35,335077.6515151515,54666.66666666667,99174.10714285714,189489.39393939392,81568839.69,8225683.08,63359716.68,153154239.45,31612700.0,360.5939795918367,8218274316.4,1.2,0.0
173.58300999999994,134531380.44,335984.8484848485,48600.0,86507.44047619049,182852.27272727276,75651118.17,5472601.72,55308182.65,136431902.54,44193700.0,381.1666734693878,8178751078.0,1.2,0.0
232.1567083333333,156642961.91000003,327803.03030303033,73000.0,103596.7261904762,190497.7272727273,87037075.55,10585128.92,61298936.55,158921141.02,36817400.0,279.2253877551021,8120804321.5,1.2,4259.36888
307.8282933333333,159504499.19999996,316946.96969696967,104400.0,108556.54761904762,191534.84848484848,84629055.85,14217856.43,62841650.66,161688562.94,42134100.0,353.58724489795924,8063508151.8,1.2,0.0
244.78221333333337,161179154.26,311744.3181818182,104400.0,109230.65476190476,189796.9696969697,86890541.28999999,14510209.52,62556278.31,163957029.12,34225400.0,296.83653061224487,7998556921.6,1.2,0.0
199.22880333333333,161778167.60000005,301941.28787878784,104400.0,105833.33333333334,184146.2121212121,89788074.98,14336696.26,60292767.3,164417538.54,36769300.0,325.2933673469388,7935342790.9,1.2,0.0
184.67707000000007,162024487.71,316992.42424242425,111400.0,108747.0238095238,192286.36363636365,90627416.85,15248071.61,58983438.14,164858926.6,32688100.0,321.0082448979592,7869523862.1,1.2,0.0
276.9737466666666,153225696.22,317128.78787878784,111400.0,102319.94047619047,189068.9393939394,81373100.03999999,15169631.8,58826100.39,155368832.23,46927500.0,244.43104081632652,7825716389.3,1.2,0.0
245.54043833333333,136193193.23999998,307492.42424242425,111400.0,97275.29761904762,182646.2121212121,65389661.61,14668813.12,57969041.56,138027516.29,40743200.0,256.1792040816327,7791467622.9,1.2,0.0
305.1457066666667,160869035.56,303604.1666666667,111400.0,106693.45238095238,185885.60606060608,81463735.25,15286934.75,67029098.48,163779768.48,40714300.0,267.01708163265306,7740268085.1,1.2,636627.26
291.8403333333334,159705008.24,294147.7272727273,111400.0,113836.30952380953,185739.39393939392,85640769.32,15137975.63,62272246.84,163050991.79,44952500.0,260.0084897959184,7690281884.7,1.2,722693.38
226.6307166666667,159762221.16,298399.6212121212,111400.0,107906.25,184421.2121212121,84183506.22,15402911.18,62716037.29,162302454.69,44226500.0,252.89995918367347,7641745417.0,1.2,842172.72
240.10783000000004,158970509.64999998,298628.78787878784,111400.0,105581.84523809524,183329.54545454544,85468031.5,15494674.93,60266092.22,161228798.65,47596200.0,247.2347346938776,7593194760.0,1.2,832715.44111
231.3004733333333,157562478.02999997,300852.2727272727,111400.0,107848.21428571428,185372.7272727273,82466716.36,14663299.18,62767775.28,159897790.82,57595500.0,226.6142653061225,7558204713.6,1.2,723852.35
227.07966,149215219.92999998,304090.9090909091,111400.0,111098.21428571428,188322.7272727273,73233736.5,15575222.25,62744923.93,151553882.68,48765200.0,217.28585714285717,7524696215.8,1.2,735442.05
198.87500333333332,133536073.47000004,303909.0909090909,111400.0,107284.2261904762,186308.3333333333,59917884.13,14003465.99,61583645.01,135504995.13,48248500.0,211.1085918367347,7506322928.0,1.2,483945.56
204.5769983333333,156658311.48000002,303159.0909090909,111400.0,111410.71428571428,188109.0909090909,79929970.7,14811960.94,64071289.47,158813221.11,40017800.0,209.0817142857143,7452002441.9,0.8,723701.18
186.9759383333333,159474748.70000002,293439.393939394,111400.0,109184.5238095238,183087.8787878788,86927841.79,15870248.17,59313655.13,162111745.09,48475200.0,208.50963265306123,7400357059.9,0.8,304103.65
210.69030333333333,158784816.91000003,282183.71212121216,106033.33333333334,106502.9761904762,176732.57575757577,89283679.76,14283234.03,57506254.82,161073168.61,66027600.0,212.9901836734694,7362205005.3,0.8,0.0
216.70570333333328,158982940.15000004,290020.8333333333,111400.0,108485.11904761904,181364.39393939392,83401111.97,14120539.82,63710500.73,161232152.52,57273800.0,216.8169795918367,7318604139.9,0.8,0.0
195.3089083333332,159385870.59999996,286909.0909090909,111250.0,109855.65476190476,180803.7878787879,84824571.47,13555798.71,63166890.13,161547260.31,48339600.0,218.36402040816324,7266110649.9,0.8,312065.27
192.27903,150329579.53,291318.1818181818,111250.0,108447.91666666666,181850.7575757576,83930930.25,12035602.84,57008058.7,152974591.79,50472700.0,222.0058163265306,7220103201.0,0.8,616773.6
182.2175666666667,133009509.15,311386.36363636365,114650.0,110218.75,191088.63636363635,62460505.52,12900285.14,60041701.83,135402492.49,70579900.0,222.3806326530612,7213235998.0,0.8,2081560.51
221.44288333333327,155680822.03999996,298856.0606060606,114650.0,111851.19047619047,186907.57575757572,81244915.09,13754080.37,62719801.64,157718797.1,72387600.0,230.238,7188086895.0,0.8,794045.62
204.77977,159318992.71,296587.1212121212,114650.0,110220.23809523808,185169.696969697,82617183.86,13813811.9,64930659.48,161361655.24,80283400.0,217.08197959183676,7169340786.4,0.8,0.0
190.6517683333333,162833175.92999998,296829.54545454547,93000.0,109683.03571428572,183025.0,92135433.31,10437757.85,62470538.75,165043729.91,59561500.0,214.179306122449,7122655527.3,0.8,589164.71825
192.554295,161597013.37999997,294626.893939394,111400.0,109681.54761904762,183815.9090909091,89507889.73,13890871.23,60239392.31,163638153.27,89582700.0,221.2054285714286,7114129087.8,0.8,591024.31
185.66976666666665,162835751.11,294998.106060606,111250.0,108702.38095238096,183452.27272727276,92245338.93,14356878.6,58127423.11,164729640.64000002,53568400.0,199.44671428571428,7068069480.7,0.8,586035.7
181.62024833333328,153880083.46,311590.9090909091,120275.0,108605.65476190476,190860.60606060608,81857879.87,14237941.95,59599865.03,155695686.85,48370000.0,226.2808979591837,7024397085.6,0.8,220657.81
170.16638833333334,134400071.3,309136.36363636365,120275.0,108569.94047619047,189860.60606060608,62592342.06,13472640.01,60064932.37,136129914.44,47121200.0,241.1824081632653,7002042234.4,0.8,0.0
164.84562666666667,160413392.4,307590.9090909091,116875.0,111998.51190476192,190678.7878787879,94466388.66,10990723.49,57199981.66,162657093.81,46493600.0,263.631306122449,6942512709.6,0.8,0.0
181.8595833333333,163160904.36,301575.7575757576,104408.33333333331,111998.51190476192,187139.39393939392,98340003.95,12878451.88,54272678.07,165491133.9,46047300.0,261.3124285714286,6870995117.3,0.8,0.0
190.310305,159495302.31,291231.0606060606,103475.0,109485.11904761904,181637.1212121212,95926128.43,13242080.68,52828788.44,161996997.55,62859900.0,270.4338367346939,6825614421.4,0.8,0.0
196.93691833333327,158346803.79999998,292801.13636363635,120275.0,99403.2738095238,178659.84848484848,91983292.57,13133716.06,55343761.97,160460770.6,61221300.0,244.04191836734697,6788844872.9,0.8,0.0
208.0681099999999,161928529.98,303238.63636363635,113700.0,102700.89285714286,183915.9090909091,95026496.4,14763488.21,54304783.18,164094767.79,71749800.0,273.4263877551021,6765123849.8,0.8,0.0
192.09713166666663,153775374.07,297520.8333333333,120583.33333333331,97940.4761904762,179831.0606060606,87642041.61,15015424.63,53182562.49,155840028.73,52252400.0,272.40602040816333,6723061408.0,0.8,0.0
160.59444333333337,137212523.6,307573.86363636365,120583.33333333331,99183.03571428572,184484.84848484848,74738769.8,15972151.07,48492550.93,139203471.8,56321400.0,278.6314897959184,6700072180.4,0.8,0.0
168.01293666666666,139324582.35,322681.8181818182,119583.33333333331,101921.13095238096,191831.0606060606,75515870.96,13303124.66,52500479.59,141319475.21,48971400.0,333.35067346938786,6664999063.0,0.8,0.0
167.04996999999997,160258096.27000004,314160.98484848486,119583.33333333331,100293.15476190476,187593.9393939394,96316841.04,13415681.78,53322536.17,163055058.99,46231700.0,315.8432857142858,6605201977.5,0.8,0.0
161.7200833333333,163643847.12,315035.98484848486,119583.33333333331,113130.95238095238,194479.54545454544,98409557.19,13411811.78,54241831.66,166063200.63,36673500.0,324.0760000000001,6533740924.5,0.8,0.0
156.67726666666664,164056023.91,310996.21212121216,119583.33333333331,110773.80952380953,191663.63636363635,96001432.72,13382886.55,57397873.0,166782192.27,37353000.0,328.8977346938776,6466161753.2,0.8,0.0
163.73664166666666,164494327.31,319250.0,119583.33333333331,109806.54761904762,194472.7272727273,100221837.8,9696461.85,56850623.11,166768922.76,50422800.0,279.5772244897959,6409171242.7,0.8,0.0
162.29184999999998,156382181.79999998,331606.0606060606,119583.33333333331,108191.96428571428,198593.18181818185,94101361.79,9486964.21,54762778.51,158351104.51,47516100.0,275.9555102040817,6354887516.2,0.8,0.0
181.26958666666664,138782690.75000003,336509.4696969697,48466.66666666667,104279.76190476192,192097.7272727273,81139837.98,4349486.64,55012302.75,140501627.37,42027700.0,301.7844693877551,6306352368.1,0.8,0.0
186.98667,159107567.32999998,342422.34848484845,38000.0,100839.28571428572,191759.84848484848,105657367.27,2803069.01,52689262.5,161149698.78,44650100.0,296.111612244898,6228100808.9,0.8,0.0
225.1638733333333,158839345.37,342204.54545454547,38000.0,97866.07142857143,190159.0909090909,105228928.4,5057516.55,50921780.84,161208225.79,121381500.0,295.4430408163266,6234625942.8,0.8,0.0
286.17792000000003,153221123.14,342278.4090909091,37000.0,94316.96428571428,188290.9090909091,95229985.86,4619336.76,55560185.2,155409507.82,94225400.0,298.45904081632654,6222232540.8,0.8,0.0
245.24158666666665,128334673.06,348676.13636363635,54383.33333333333,106998.51190476192,198886.36363636365,57482833.04,8444842.879999999,64364697.57,130292373.49,67559800.0,285.2749183673469,6226547706.8,0.4,0.0
225.98391166666667,120631869.97,349306.8181818182,117183.33333333331,109619.0476190476,206181.81818181815,45571402.58,12392405.01,64528879.09,122492686.68,59437400.0,269.57483673469386,6233111198.5,0.4,235270.91
228.0580116666666,133225393.82999998,341000.0,117183.33333333331,108604.16666666666,202342.42424242423,55912930.7,14544906.18,65018772.190000005,135476609.07,76933800.0,261.6593469387755,6242967637.9,0.4,348598.02
217.98195666666663,129637720.31,343863.63636363635,117183.33333333331,105876.48809523808,202099.24242424243,52938290.06,16130689.7,62607488.190000005,131676467.95,83419400.0,261.72687755102044,6268351546.5,0.4,0.0
195.8643833333333,154818877.71,345401.51515151514,117183.33333333331,103877.9761904762,201696.9696969697,85130033.28,13991485.23,57956163.9,157077682.41,74895100.0,247.78763265306125,6248827078.0,0.4,0.0
157.66917999999993,157155320.29,337102.2727272727,120583.33333333331,105840.7738095238,199685.60606060608,90161640.25,12007552.4,57199671.6,159368864.25,107021800.0,262.17106122448985,6257793407.5,0.4,0.0
156.09309,158530981.07,325356.0606060606,121200.0,104056.54761904762,194134.84848484848,95473998.6,8590911.75,56339015.43,160403925.78,145150200.0,269.20891836734694,6284070742.5,0.4,2621187.02
152.957485,156691085.01,327106.0606060606,121200.0,102880.95238095238,194236.36363636365,92555704.21,9547321.3,56701685.82,158804711.33,109767900.0,264.47716326530616,6287591935.8,0.4,0.0
154.40424666666664,158184674.9,327015.1515151515,121200.0,104061.01190476192,194800.7575757576,94427980.57,10690177.59,55199962.7,160318120.86,121148000.0,226.04610204081632,6298985508.3,0.4,1213542.37
155.536425,149815693.81,326488.63636363635,120583.33333333331,105241.07142857143,195134.84848484848,84288815.74,11558692.35,55782401.580000006,151629909.67000002,124110500.0,234.15997959183676,6324911727.5,0.4,60316.83
278.07366,133162265.65,326261.36363636365,117183.33333333331,103724.70238095238,193962.8787878788,60649011.03,17256610.16,57542995.57,135448616.76,161754200.0,207.00846938775516,6399983944.0,0.4,6452187.55
246.6417700000001,154328450.95000002,325363.63636363635,117183.33333333331,100211.30952380953,191815.15151515152,81431291.16,16628638.54,58399394.7,156459324.4,147601200.0,210.7587346938776,6437862191.9,0.4,7341741.50555
248.61534999999995,157277744.34,315928.03030303033,113700.0,101017.85714285714,188134.84848484848,86417766.44,16934994.81,56313544.98,159666306.23,141464500.0,216.34391836734696,6460888254.6,0.4,16168179.61444
240.39594833333345,155815022.79999998,319924.24242424243,113700.0,100962.79761904762,189705.303030303,82812497.1,16122898.21,59031180.61,157966575.92000002,197027800.0,215.78202040816325,6535468051.1,0.4,26887404.81666
251.33120999999997,157055349.07999998,320833.3333333333,113700.0,102267.85714285714,190733.3333333333,84004148.37,16637618.9,58557753.87,159199521.14,139994900.0,225.6042448979592,6558364282.4,0.4,20151088.45472
252.32108666666676,158195882.30999997,325297.3484848485,113700.0,102130.95238095238,192449.24242424243,86459925.1,17137258.82,56711845.35,160309029.27,132758700.0,226.31785714285715,6572534775.6,0.4,10447668.23277
252.5741133333333,150323236.33999997,332106.0606060606,109866.66666666669,106952.38095238096,197278.7878787879,77951622.81,16599627.14,57558393.62,152109643.57,105984700.0,233.731693877551,6592208489.6,0.4,0.0
232.18104,134896171.81,333954.54545454547,107566.66666666666,106953.86904761904,197809.84848484848,62310741.26,15431432.23,58791155.32,136533328.81,98714700.0,224.073,6621502170.0,0.4,0.0
159.94959666666665,157555905.62,326943.1818181818,119750.0,102739.58333333334,193967.42424242423,105425066.19,6612472.32,47816923.11,159854461.62,154935100.0,208.75473469387757,6650759256.0,0.4,8826644.3325
154.29722166666664,158782057.71999997,315886.36363636365,119750.0,105095.23809523808,190743.9393939394,108556340.73,6423507.73,46023525.14,161003373.6,116497700.0,204.04473469387756,6631596419.1,0.4,12162771.4325
156.124465,161045514.07000002,315717.80303030304,120583.33333333331,107630.95238095238,192043.18181818185,108295698.8,6232945.21,48349983.65,162878627.66,103900100.0,209.74944897959185,6610721023.6,0.4,5810186.17
147.13827166666664,163176207.48,304946.96969696967,120583.33333333331,107630.95238095238,187734.84848484848,113358809.94,6262417.75,45928478.6,165549706.29,75254100.0,205.29730612244896,6566522835.5,0.4,0.0
154.02460500000004,164291702.12,308772.7272727273,120583.33333333331,104166.66666666666,187501.5151515152,115327657.9,6048265.3,45356552.46,166732475.66,82230500.0,205.5260408163265,6561033784.1,0.4,18063.94111
170.79642000000004,155375258.01999998,285337.1212121212,120583.33333333331,104147.32142857143,178117.42424242423,104635738.44,5912747.54,47141514.34,157690000.32,83342000.0,216.18795918367343,6490947808.7,0.4,537760.32
176.97989833333335,138614846.68999997,290590.9090909091,120583.33333333331,99574.40476190476,177890.9090909091,88645112.78,5855682.42,45864150.6,140364945.8,89103300.0,218.1190816326531,6483902155.5,0.4,1557256.32
172.14910166666667,158262702.34000003,321314.393939394,120583.33333333331,100258.92857142857,190528.7878787879,105504062.33,5796316.92,49390829.28,160691208.53,139824800.0,213.22918367346935,6507726644.5,0.4,1670830.08
166.20157833333332,160680206.35999998,324878.78787878784,120583.33333333331,106501.48809523808,195132.57575757572,103455332.45,5642454.39,54149310.27,163247097.11,138149900.0,219.38114285714283,6525362741.9,0.4,2853985.98888
173.08923000000004,160136224.78999996,327227.2727272727,120583.33333333331,102730.65476190476,194152.27272727276,105905329.66,6042750.0,50150078.93,162098158.59,145393900.0,201.36,6547931120.2,0.4,3120752.15666
178.99188,159815970.05,328515.1515151515,120583.33333333331,102108.63095238096,194350.7575757576,102399582.44,6500420.6,52926231.03,161826234.07,145369600.0,204.670612244898,6569431293.0,0.4,7490646.61
164.42901166666667,157584671.02,341159.0909090909,120583.33333333331,101752.9761904762,199227.27272727276,97455851.22,6501397.470000001,56097565.36,160054814.04999998,120754500.0,219.4142857142857,6577542862.5,0.4,7900825.5075
159.64652499999994,137738872.56,357431.8181818182,120583.33333333331,102392.85714285714,206062.1212121212,79195671.79,5048509.12,55047036.87,139291217.78,101559500.0,222.12718367346935,6595808585.1,-0.2,3175822.44027
155.2236583333333,129985315.56,351840.9090909091,120583.33333333331,102400.29761904762,203829.54545454544,73126037.14,7580796.63,50756103.81,131462937.58,105467600.0,227.104306122449,6623705923.8,-0.2,1583182.76444
155.22665333333327,153549517.01000002,357681.8181818182,120583.33333333331,97660.71428571428,203753.0303030303,100889595.03,6303564.44,48425777.12,155618936.59,147309300.0,229.0307551020408,6655148153.7,-0.2,5964806.38
150.45304000000004,155154540.73,343884.46969696967,120583.33333333331,100398.80952380953,199628.0303030303,106348974.64,3520481.19,47595016.3,157464472.13,149693800.0,236.50508163265303,6672331908.7,-0.2,12165555.51722
152.75721166666662,156854693.63,338748.106060606,120583.33333333331,101569.94047619047,198169.696969697,107134489.91,2645423.5700000003,49061642.54,158841556.02,155382600.0,229.9586734693877,6696028532.5,-0.2,14778358.55972
150.4648533333333,158589167.44,338956.4393939394,121200.0,105046.13095238096,200078.7878787879,108558006.31,2738090.0300000003,49511526.93000001,160807623.27,177550300.0,239.7102857142857,6732804852.9,-0.2,18119249.25055
175.52771000000004,160703852.26,354833.3333333334,121200.0,102976.19047619047,205375.7575757576,110601412.22,2689665.51,49475478.63,162766556.36,133046100.0,233.29753061224488,6734138794.1,-0.2,6867890.81
153.92412166666665,151687245.25,355500.0,87800.0,108325.89285714286,205329.54545454544,100990340.54,4192098.3,48602561.08,153784999.92,149329000.0,217.83830612244896,6767295619.0,-0.2,5313327.12
146.7104183333334,132803835.23000003,354969.696969697,87800.0,109861.60714285714,205899.24242424243,84567282.57,2705243.17,47438133.06,134710658.8,124581600.0,238.73279591836737,6798493375.1,-0.2,2311666.81
152.47028500000002,158552240.93,347416.6666666667,87800.0,101276.78571428572,198507.57575757572,110208964.9,2622009.47,48420058.71,161251033.07999998,116585600.0,237.7631224489796,6797625531.7,-0.2,517179.84
150.8335633333334,160768099.26999998,344681.8181818182,121200.0,103011.90476190476,201333.3333333333,111096530.26,4134467.91,48387964.65,163618962.82,174631800.0,242.9257346938776,6837141418.7,-0.2,7722671.33222
145.92868833333333,159813744.01999995,348439.393939394,120583.33333333331,108702.38095238096,205677.27272727276,107484763.76,5093059.26,50109531.63,162687354.65,149457600.0,252.9078367346939,6847077980.3,-0.2,14446879.946
151.20595666666668,160501312.7,318223.48484848486,120583.33333333331,110732.14285714286,194624.24242424243,105797397.47,6498358.37,50493180.94,162788936.78,116946500.0,233.08887755102043,6833756149.4,-0.2,7198617.95905
145.68028500000003,161722839.17000002,318655.30303030304,120583.33333333331,110468.75,194662.8787878788,106039761.04,6724167.470000001,51359153.71,164123082.22,139673300.0,227.08020408163267,6841398024.3,-0.2,5491081.71624
147.2876516666667,153652331.13000005,319409.0909090909,120583.33333333331,110888.39285714286,195178.0303030303,94778018.07,6837124.390000001,54138157.52,155753299.98,114447000.0,220.850612244898,6841740661.9,-0.2,4116743.6235
147.23858499999997,136198155.59000003,320636.36363636365,120583.33333333331,111549.10714285714,196005.303030303,77907282.63,6650124.58,53882778.43,138440185.64,143425700.0,228.89114285714288,6884346295.8,-0.2,1762759.11922
146.89611,138475849.61999995,326863.63636363635,120583.33333333331,111842.26190476192,198645.45454545456,81265722.14,6617755.04,52943713.15,140827190.33,109443500.0,223.02069387755105,6893065535.5,-0.2,1157233.44138
159.18577499999998,161801770.31,319554.92424242425,120583.33333333331,109699.40476190476,194631.0606060606,110069809.05,6432177.96,48470378.92,164972365.93,101644600.0,232.94769387755105,6868226807.9,-0.2,3945427.57
172.53748333333337,163709152.53999996,309168.5606060606,120583.33333333331,107449.40476190476,189331.0606060606,112028280.68,6285425.85,47863475.03,166177181.56,130305700.0,224.16957142857143,6866566623.9,-0.2,5741157.33
