PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,precio_bolsa
4.678062494463123,3.6354451572485615,5.381200317467077,1.3849045549487455,-0.7337594328096809,0.5161627508733133,1.4947414163923112,-1.427305610175718,120.5012283333333
3.9448327746259473,3.693118770176404,4.752537656616732,1.2844854931199439,-0.7800420964716577,1.0380511517267657,1.274963538893575,-1.3327854665876218,118.49534000000006
4.162358912450949,3.8528663893655066,4.846963129837384,1.4551181429962272,-0.8467151498103654,0.6203662697214921,1.051027457838146,-1.1525722851321696,121.16014499999994
2.648713052365332,3.7751201784167883,3.966380347350754,1.1399382218292387,-0.883344031932506,1.6306484311995955,0.6599274683240209,-0.9481636828155097,123.96293666666662
2.2843370882884337,3.9776947354360477,3.8360697348964896,1.2681715657769983,-0.9747231999477737,2.220649281119852,0.397560162142114,-1.1141139084977492,120.6664366666666
2.0889344627519217,3.884540073433034,4.1256660710247814,1.201810114768532,-0.9957548984832442,2.308750878825433,0.1839545503829138,-1.0000149062685253,125.92060333333328
1.9701221773831548,3.9062811878608983,4.268267068483584,1.2618801511268884,-1.0767167662653023,2.2995294501113426,-0.03204513179267943,-1.0156958275946584,130.82151833333333
2.0794793891034593,3.9114005506776612,3.672089919179341,1.198627402285283,-1.0478939170098436,1.9825146689771311,0.017265511380812636,-0.8104484577232757,153.0688533333333
2.5215398356799836,3.5612001387755785,4.608266588442453,1.0992691350241977,-0.9183896259027383,2.3210855045070535,0.2095386514689728,-1.170164129831023,151.6499366666666
3.1759771682873392,3.624034351781705,5.590044841208127,1.3385270034254482,-1.0293002898063566,1.1465171696482916,-0.07549138166662461,-0.8465031621262964,198.85393666666667
3.296723916952971,3.895569294725403,5.262086302950167,1.4134998755261365,-0.9738222181072277,1.3422348466913003,0.17971346388303122,-0.9504364341105873,199.85393666666667
2.3169305903209825,3.9175349309383645,3.9767885341392377,1.1028132781046873,-0.8140511393746083,2.338325001863307,0.5452143280982881,-1.0981944989727248,173.4508116666666
1.9475857629908602,3.695312541243626,3.918020912553782,0.9460381880002243,-0.7959650657490764,2.7311730155674745,0.5090886659319588,-1.2621148622420417,177.36122833333343
1.7707450576988786,3.7325501903400995,4.017963937532642,0.9234869746317249,-0.9013002252076577,2.801358869975343,0.214382551660766,-1.059662539220904,189.43727
1.816931096452475,3.831922958898108,4.092148565647184,0.930084567620851,-0.8788387710038079,2.832657322089416,0.21189122295022436,-0.9672548076243636,168.11081166666662
2.2759821052516522,3.447372065158648,4.28210199889557,0.7826571701619431,-0.8190831824840371,2.2978354322572074,0.4881076713236025,-1.0153899518178209,168.8539366666666
3.296470572517014,3.9322556347221904,4.773651285239015,1.1828683782137646,-0.7046753945829788,1.4974941363491598,0.9287655574529026,-1.1385512860641884,165.58310333333327
2.0260289267112985,3.989758386991925,3.5135586240162704,1.0866514772581422,-0.8454551010637055,2.2387935775988206,0.21296561169734055,-0.8919207366362577,174.14560333333327
1.8093811403115367,3.455870940127244,3.7976360960343998,0.7296883401132592,-0.7561600053443325,2.9223149135654682,0.46931863145664976,-1.2225401702420642,159.66826999999995
1.7887262331151088,3.700272671207486,3.602402236540088,0.8953853237728306,-0.8115021791533673,2.8383207250697073,0.19501473990585158,-1.107478520493744,168.22876999999994
1.747270042410196,3.7422241242026066,3.7259265784232567,0.7629419697210703,-0.6765155788144098,2.9159292345638423,0.602879942758756,-1.1209749758509493,148.40739499999995
1.6273348377361867,3.9272290679799475,3.683766991933524,0.8734184056151792,-0.6932500452370258,2.770177968791227,0.4971592144373151,-1.0712073212520885,145.47385333333327
2.1016691137110715,3.8516398857726704,4.031649589836078,0.9188877001815136,-0.7079222912179652,2.269656753830369,0.5111742586666433,-0.9829894822008053,156.31226999999993
3.0642014361172567,3.8384144884686755,4.915564772783103,1.106260291401521,-0.6726507991910203,1.4242401301631475,0.6190512842670733,-0.9688823717097351,153.93726999999993
1.4453650917372192,4.013613622293962,3.949659204946492,1.0045662285189316,-0.7477618600745388,2.4427589433980046,0.0021616143441640892,-0.8085703935574698,160.49610333333328
1.3963190117088147,3.5100080947533465,4.113505582643642,0.6581745005121257,-0.5415198017675463,2.509596933195012,0.3528954758335122,-0.9053424890263032,153.1941866666666
1.1615457232948774,3.3241139781664435,4.543658997226314,0.5206623291091752,-0.6593357217085197,2.6609717493578597,0.1294803728864478,-0.8294891563663985,146.96722833333328
1.2753452954871698,3.591034328080297,3.999880749718,0.7319735680952781,-0.6781069996102554,2.3135042294490002,-0.04398925728161352,-0.6996840256241259,142.7784366666666
1.374214361167935,3.705531264122213,3.8629756444791647,0.740940680254757,-0.6729344131643101,2.510766968153277,0.02060561236139324,-0.7458182409631857,131.64022833333328
1.750377594859104,3.8807818018274984,4.109987102845773,0.9284915895333626,-0.565815023179094,1.6042788177362783,-0.03580537779554362,-0.4794332358773684,146.43726999999993
2.7023367833250598,3.919981689865783,4.669364405571939,1.006026260550382,-0.5931251711210555,0.8082406897428976,0.2778334605939082,-0.45924791894074446,124.5553116666666
2.039823089499207,3.8821748302887995,3.23721758977919,0.7828610926644011,-0.6865703571915674,2.407913947387958,0.039349226033366345,-0.6228108024249508,130.6087616666667
1.6783727593598194,3.9849975448969714,3.4288000279347397,0.7791498985053454,-0.6780774308831644,2.750978837561706,-0.01330166836575698,-0.6894552890965111,133.40637999999998
1.4698700242622982,3.4600047785808874,3.543501803336359,0.49251459557926447,-0.6444062549234814,2.987033745896188,0.03170333691057914,-0.8798143603689815,127.49713666666668
1.2760629298148616,3.4458309995697283,3.5038926655869616,0.41736223399260897,-0.6433548453836189,3.1449996594529894,0.008583729562177301,-0.8689395222409407,129.4265333333333
1.4856357226529664,3.256055201813824,2.7482391040694085,0.3180988287197917,-0.5918382497706247,2.435086040185382,-0.026868063618400072,-0.5773019481457266,130.34922000000003
1.9685018749798306,3.783905558845203,3.46075939591528,0.7815473247789874,-0.4526390342985705,1.8907022837974115,-0.0684435416031133,-0.5390792963897278,159.64293166666664
3.1473354143892034,3.47182640822856,4.398127364916661,0.7083463329927552,-0.43920162830322595,1.1760537629711663,0.4233324278389119,-0.7103963435730619,132.02235166666662
1.7770766926654706,3.8824101998027207,3.711606365284612,0.6851074412994266,-0.5043936180567744,2.8453047854129516,-0.0619210209068107,-0.6774347437062205,155.26313666666667
1.4190668305146779,3.8795040149388385,3.8186331725112375,0.859837994249115,-0.47136135746625824,2.4575301948559805,-0.6227641892702654,-0.4364040370341509,172.68359166666673
1.4099996865829747,3.5892383210015373,4.045530860779093,0.48456679555674703,-0.49800290030597194,2.669976913590723,-0.22596438444790803,-0.49727382110150203,143.76172000000005
1.3999430130462602,3.5586904760757565,3.7930122491147786,0.47372439685232254,-0.42407039796249313,2.491743522252271,-0.1995134831339234,-0.46676808080290055,139.61142833333335
1.381311595685152,3.7804112669410417,3.65622648916214,0.6180111032536185,-0.5046104060608211,2.3426307658143197,-0.4210286130806267,-0.33518558043768476,161.26422000000002
1.280658324452191,3.105609600438707,3.0970801245734836,0.32266378765525006,-0.5453920945311995,-0.10431372711062745,-0.30578650758212667,0.41619053499403225,175.26501499999998
1.8273327241956931,2.443685528705517,3.646265648325631,0.29722484307997926,-0.5905114128210532,-1.8583118914802286,-0.8262115552692115,0.913296386184945,173.58300999999994
