fecha,disp_dec_hidraulica,disp_dec_no_termica,disp_dec_termica,disponibilidad_declarada
2010-02-06,325992.42424242425,114000.0,111968.75,197762.8787878788
2010-02-07,336090.9090909091,114000.0,111831.84523809524,201732.57575757575
2010-02-08,337765.1515151515,114000.0,110727.67857142857,201840.15151515152
2010-02-09,325011.36363636365,111000.0,104105.65476190476,193094.696969697
2010-02-10,320553.03030303033,111000.0,104107.14285714286,191312.1212121212
2010-02-11,319242.42424242425,111000.0,105672.61904761905,191584.84848484848
2010-02-12,326134.46969696967,107000.0,104775.29761904762,193521.2121212121
2010-02-13,335077.6515151515,54666.66666666667,99174.10714285714,189489.39393939392
2010-02-14,335984.8484848485,48600.0,86507.44047619049,182852.27272727274
2010-02-15,327803.03030303033,73000.0,103596.7261904762,190497.72727272726
2010-02-16,316946.96969696967,104400.0,108556.54761904762,191534.84848484848
2010-02-17,311744.3181818182,104400.0,109230.65476190476,189796.9696969697
2010-02-18,301941.28787878784,104400.0,105833.33333333334,184146.2121212121
2010-02-19,316992.42424242425,111400.0,108747.0238095238,192286.36363636365
2010-02-20,317128.78787878784,111400.0,102319.94047619049,189068.9393939394
2010-02-21,307492.42424242425,111400.0,97275.29761904762,182646.2121212121
2010-02-22,303604.1666666667,111400.0,106693.45238095238,185885.60606060608
2010-02-23,294147.7272727273,111400.0,113836.30952380951,185739.39393939392
2010-02-24,298399.6212121212,111400.0,107906.25,184421.2121212121
2010-02-25,298628.78787878784,111400.0,105581.84523809524,183329.54545454544
2010-02-26,300852.2727272727,111400.0,107848.21428571429,185372.72727272726
2010-02-27,304090.9090909091,111400.0,111098.21428571429,188322.72727272726
2010-02-28,303909.0909090909,111400.0,107284.2261904762,186308.33333333334
2010-03-01,303159.0909090909,111400.0,111410.71428571429,188109.0909090909
2010-03-02,293439.393939394,111400.0,109184.5238095238,183087.8787878788
2010-03-03,282183.71212121216,106033.33333333334,106502.9761904762,176732.57575757575
2010-03-04,290020.8333333333,111400.0,108485.11904761905,181364.39393939392
2010-03-05,286909.0909090909,111250.0,109855.65476190476,180803.7878787879
2010-03-06,291318.1818181818,111250.0,108447.91666666666,181850.75757575757
2010-03-07,311386.36363636365,114650.0,110218.75,191088.63636363635
2010-03-08,298856.0606060606,114650.0,111851.19047619049,186907.57575757575
2010-03-09,296587.1212121212,114650.0,110220.23809523809,185169.696969697
2010-03-10,296829.54545454547,93000.0,109683.03571428571,183025.0
2010-03-11,294626.893939394,111400.0,109681.54761904762,183815.9090909091
2010-03-12,294998.106060606,111250.0,108702.38095238095,183452.27272727274
2010-03-13,311590.9090909091,120275.0,108605.65476190476,190860.60606060608
2010-03-14,309136.36363636365,120275.0,108569.94047619049,189860.60606060608
2010-03-15,307590.9090909091,116875.0,111998.51190476191,190678.7878787879
2010-03-16,301575.75757575757,104408.33333333333,111998.51190476191,187139.39393939392
2010-03-17,291231.0606060606,103475.0,109485.11904761904,181637.1212121212
2010-03-18,292801.13636363635,120275.0,99403.2738095238,178659.84848484848
2010-03-19,303238.63636363635,113700.0,102700.89285714286,183915.9090909091
2010-03-20,297520.8333333333,120583.33333333333,97940.4761904762,179831.0606060606
2010-03-21,307573.86363636365,120583.33333333333,99183.03571428571,184484.84848484848
2010-03-22,322681.8181818182,119583.33333333333,101921.13095238095,191831.0606060606
2010-03-23,314160.98484848486,119583.33333333333,100293.15476190476,187593.9393939394
2010-03-24,315035.98484848486,119583.33333333333,113130.95238095238,194479.54545454544
2010-03-25,310996.21212121216,119583.33333333333,110773.80952380951,191663.63636363635
2010-03-26,319250.0,119583.33333333333,109806.54761904762,194472.72727272726
2010-03-27,331606.0606060606,119583.33333333333,108191.96428571429,198593.18181818182
2010-03-28,336509.4696969697,48466.66666666667,104279.76190476191,192097.72727272726
2010-03-29,342422.34848484845,38000.0,100839.28571428571,191759.84848484848
2010-03-30,342204.54545454547,38000.0,97866.07142857143,190159.0909090909
2010-03-31,342278.4090909091,37000.0,94316.96428571429,188290.9090909091
2010-04-01,348676.13636363635,54383.33333333333,106998.51190476191,198886.36363636365
2010-04-02,349306.8181818182,117183.33333333333,109619.0476190476,206181.81818181818
2010-04-03,341000.0,117183.33333333333,108604.16666666666,202342.42424242425
2010-04-04,343863.63636363635,117183.33333333333,105876.48809523809,202099.24242424243
2010-04-05,345401.51515151514,117183.33333333333,103877.9761904762,201696.9696969697
