fecha,precio_oferta
2010-08-02,207.06295918367348
2010-08-03,208.02444897959185
2010-08-04,204.45663265306123
2010-08-05,208.04585714285713
2010-08-06,218.43010204081634
2010-08-07,219.89785714285716
2010-08-08,218.94032653061225
2010-08-09,206.03451020408164
2010-08-10,205.9687755102041
2010-08-11,199.89110204081635
2010-08-12,205.98097959183673
2010-08-13,224.27004081632654
2010-08-14,228.33836734693878
2010-08-15,227.24002040816328
2010-08-16,226.9828775510204
2010-08-17,206.53804081632651
2010-08-18,203.3750612244898
2010-08-19,207.48518367346938
2010-08-20,205.56708163265307
2010-08-21,208.101693877551
2010-08-22,211.41877551020409
2010-08-23,210.32942857142856
2010-08-24,207.65204081632655
2010-08-25,209.01471428571426
2010-08-26,214.72526530612245
2010-08-27,219.50363265306123
2010-08-28,224.92463265306125
2010-08-29,224.94775510204082
2010-08-30,222.98520408163265
2010-08-31,223.24216326530612
2010-09-01,216.6815714285714
2010-09-02,212.12591836734694
2010-09-03,209.95457142857143
2010-09-04,218.3058775510204
2010-09-05,216.22661224489795
2010-09-06,213.91067346938775
2010-09-07,205.1430612244898
2010-09-08,208.20124489795916
2010-09-09,209.48636734693878
2010-09-10,207.30148979591834
2010-09-11,204.97859183673467
2010-09-12,206.21179591836733
2010-09-13,204.7889387755102
2010-09-14,201.491306122449
2010-09-15,200.9162448979592
2010-09-16,201.29008163265306
2010-09-17,199.20595918367346
2010-09-18,199.74883673469387
2010-09-19,201.74067346938776
2010-09-20,203.19979591836733
2010-09-21,203.66491836734693
2010-09-22,207.52957142857144
2010-09-23,209.33651020408163
2010-09-24,213.25789795918368
2010-09-25,221.5021632653061
2010-09-26,216.07514285714282
2010-09-27,211.8354693877551
2010-09-28,211.1766326530612
2010-09-29,213.91961224489796
2010-09-30,212.64893877551017
2010-10-01,208.03295918367346
2010-10-02,212.06542857142853
2010-10-03,216.54420408163264
2010-10-04,207.37593877551018
2010-10-05,204.53402040816326
2010-10-06,215.33285714285714
2010-10-07,214.97236734693874
2010-10-08,210.6700408163265
2010-10-09,210.18591836734691
2010-10-10,238.39271428571425
2010-10-11,239.72581632653058
2010-10-12,236.85006122448976
2010-10-13,235.8315714285714
2010-10-14,236.6277551020408
2010-10-15,208.16793877551018
2010-10-16,207.70412244897958
2010-10-17,219.29059183673468
2010-10-18,219.69875510204082
2010-10-19,208.58936734693876
2010-10-20,207.7044081632653
2010-10-21,197.8229795918367
2010-10-22,203.24918367346936
2010-10-23,199.8466326530612
2010-10-24,207.74802040816326
2010-10-25,206.28712244897957
2010-10-26,205.54453061224487
2010-10-27,207.03242857142857
2010-10-28,204.28602040816327
2010-10-29,205.23073469387754
2010-10-30,206.06412244897956
2010-10-31,204.04153061224488
2010-11-01,202.38044897959185
2010-11-02,206.03820408163264
2010-11-03,200.9304081632653
2010-11-04,202.63661224489795
2010-11-05,198.60689795918367
2010-11-06,200.40175510204082
2010-11-07,201.45408163265307
2010-11-08,201.34904081632652
2010-11-09,201.14536734693877
2010-11-10,204.08842857142855
2010-11-11,202.31867346938776
2010-11-12,201.5877551020408
2010-11-13,207.92548979591837
2010-11-14,211.11673469387753
2010-11-15,210.31981632653057
2010-11-16,206.62834693877548
2010-11-17,205.23263265306122
2010-11-18,197.65091836734692
2010-11-19,197.43148979591837
2010-11-20,202.3592244897959
2010-11-21,199.23199999999997
2010-11-22,202.43328571428572
2010-11-23,197.41744897959182
2010-11-24,200.3793469387755
2010-11-25,199.34873469387753
2010-11-26,199.112
2010-11-27,198.60846938775512
2010-11-28,197.6268775510204
2010-11-29,197.3194693877551
2010-11-30,201.70340816326532
2010-12-01,196.8024255319149
2010-12-02,197.67525531914893
2010-12-03,198.28817021276592
2010-12-04,203.57385106382978
2010-12-05,204.75565957446807
2010-12-06,200.9599574468085
2010-12-07,202.84721276595744
2010-12-08,197.63461702127657
2010-12-09,189.90197872340426
2010-12-10,199.10627659574465
2010-12-11,201.3720638297872
2010-12-12,199.6707234042553
2010-12-13,200.11753191489362
2010-12-14,202.29859574468085
2010-12-15,202.86604255319148
2010-12-16,203.2576808510638
2010-12-17,202.58678723404256
2010-12-18,202.63489361702128
2010-12-19,201.55255319148935
2010-12-20,200.94140425531913
2010-12-21,201.37580851063828
2010-12-22,201.55374468085105
2010-12-23,194.8262340425532
2010-12-24,197.18748936170212
2010-12-25,198.0036595744681
2010-12-26,197.22065957446807
2010-12-27,197.81312765957443
2010-12-28,199.84974468085107
2010-12-29,197.32355319148934
2010-12-30,196.8213829787234
2010-12-31,199.1668723404255
2011-01-01,200.5893404255319
2011-01-02,200.28248936170212
2011-01-03,201.18617021276594
2011-01-04,198.33517021276595
2011-01-05,200.14436170212767
2011-01-06,203.636
2011-01-07,210.37738297872338
2011-01-08,197.84629787234041
2011-01-09,197.49804255319148
2011-01-10,195.89806382978722
2011-01-11,197.29416666666665
2011-01-12,190.5878333333333
2011-01-13,188.07752083333332
2011-01-14,189.25712499999997
2011-01-15,207.5958333333333
2011-01-16,210.61554166666664
2011-01-17,199.34979166666665
2011-01-18,198.7397708333333
2011-01-19,192.31060416666665
2011-01-20,192.18002083333332
2011-01-21,190.1385
2011-01-22,197.35952083333333
2011-01-23,202.63868749999997
2011-01-24,200.41585416666666
2011-01-25,200.5147708333333
2011-01-26,201.96137499999998
2011-01-27,208.658625
2011-01-28,207.21154166666665
2011-01-29,209.42012499999998
2011-01-30,229.94024999999996
2011-01-31,214.4263125
2011-02-01,203.25372916666663
2011-02-02,208.1073125
2011-02-03,210.50974999999997
2011-02-04,209.5504791666667
2011-02-05,207.80510416666667
2011-02-06,208.39668749999998
2011-02-07,208.72641666666667
2011-02-08,211.88025000000002
2011-02-09,211.78608333333332
2011-02-10,210.734375
2011-02-11,212.34270833333335
2011-02-12,218.09314583333332
2011-02-13,216.96545833333334
2011-02-14,210.56879166666667
2011-02-15,207.07354166666664
2011-02-16,195.50672916666667
2011-02-17,206.342625
2011-02-18,207.87056249999998
2011-02-19,215.18781249999998
2011-02-20,214.3130625
2011-02-21,209.36391666666665
2011-02-22,209.55520833333333
2011-02-23,209.67049999999998
2011-02-24,206.00833333333333
2011-02-25,205.8313333333333
2011-02-26,202.61558333333332
2011-02-27,203.63812499999997
2011-02-28,201.9399375
2011-03-01,198.09972916666666
2011-03-02,200.15758333333335
2011-03-03,205.55283333333333
2011-03-04,204.0515
2011-03-05,213.8175625
2011-03-06,213.85160416666668
2011-03-07,213.1495
2011-03-08,213.33425
2011-03-09,213.1830625
2011-03-10,211.90235416666664
2011-03-11,207.20629166666663
2011-03-12,249.88745833333329
2011-03-13,214.14047916666667
2011-03-14,208.74341666666666
2011-03-15,243.64941666666664
2011-03-16,204.60947916666666
2011-03-17,205.46054166666667
2011-03-18,241.76754166666663
2011-03-19,205.45729166666663
2011-03-20,223.34745833333332
2011-03-21,223.40947916666664
2011-03-22,222.90733333333333
2011-03-23,206.05139583333332
2011-03-24,204.81293749999998
2011-03-25,224.42977083333332
2011-03-26,211.62329166666666
2011-03-27,212.03808333333333
2011-03-28,201.67785416666663
2011-03-29,201.08441666666667
2011-03-30,205.24852083333334
2011-03-31,213.4521041666667
2011-04-01,213.47604166666667
2011-04-02,215.32864583333333
2011-04-03,225.924125
2011-04-04,227.1110625
2011-04-05,227.78824999999998
2011-04-06,226.6034791666667
2011-04-07,223.76833333333332
2011-04-08,223.96666666666667
2011-04-09,265.989
2011-04-10,264.0585833333333
2011-04-11,218.776625
2011-04-12,218.03510416666666
2011-04-13,214.87081249999997
2011-04-14,213.8766875
2011-04-15,212.91320833333336
2011-04-16,211.97579166666665
2011-04-17,225.7245
2011-04-18,216.25775
2011-04-19,221.9897083333333
2011-04-20,221.88183333333333
2011-04-21,224.4054583333333
2011-04-22,224.525125
2011-04-23,224.71343749999997
2011-04-24,223.84385416666666
2011-04-25,223.37091666666666
2011-04-26,224.74120833333333
2011-04-27,226.48079166666665
2011-04-28,227.81660416666668
2011-04-29,226.52781249999998
2011-04-30,242.283375
2011-05-01,231.25579166666668
2011-05-02,230.48110416666665
2011-05-03,229.24262499999998
2011-05-04,234.6693958333333
2011-05-05,233.742125
2011-05-06,234.36535416666663
2011-05-07,240.76041666666666
2011-05-08,240.8443125
2011-05-09,232.8134375
2011-05-10,233.21381250000002
2011-05-11,233.54583333333332
2011-05-12,232.2529166666666
2011-05-13,230.24187499999996
2011-05-14,231.61131249999997
2011-05-15,230.36547916666663
2011-05-16,229.08187499999997
2011-05-17,229.3061458333333
2011-05-18,230.0541458333333
2011-05-19,229.83006249999997
2011-05-20,230.8435208333333
2011-05-21,231.8497083333333
2011-05-22,231.80149999999995
2011-05-23,247.99293749999995
2011-05-24,228.95708333333332
2011-05-25,227.13091666666662
2011-05-26,222.69835416666663
2011-05-27,229.55679166666664
2011-05-28,227.13762499999996
2011-05-29,227.13393749999997
2011-05-30,228.92435416666663
2011-05-31,227.91468749999999
2011-06-01,236.75310416666665
2011-06-02,229.0124375
2011-06-03,228.67033333333333
2011-06-04,234.75
2011-06-05,236.87889583333333
2011-06-06,236.87889583333333
2011-06-07,235.73847916666668
2011-06-08,234.59008333333335
2011-06-09,235.41033333333334
2011-06-10,235.59633333333332
2011-06-11,236.7769375
2011-06-12,232.1864375
2011-06-13,232.11872916666667
2011-06-14,229.87222916666667
2011-06-15,232.0763125
2011-06-16,248.96029166666668
2011-06-17,232.668125
2011-06-18,238.40627083333334
2011-06-19,236.75814583333332
2011-06-20,238.39877083333332
2011-06-21,237.0145
2011-06-22,232.46708333333333
2011-06-23,233.76252083333335
2011-06-24,238.37418749999998
2011-06-25,244.11468749999997
2011-06-26,242.444625
2011-06-27,241.42627083333332
2011-06-28,240.83314583333333
2011-06-29,240.3815833333333
2011-06-30,238.92829166666664
2011-07-01,238.73299999999998
2011-07-02,242.52168749999998
2011-07-03,242.76860416666668
2011-07-04,242.23274999999998
2011-07-05,235.88229166666665
2011-07-06,235.6218958333333
2011-07-07,235.59604166666665
2011-07-08,235.32797916666667
2011-07-09,240.56245833333332
2011-07-10,248.44483333333332
2011-07-11,241.04529166666666
2011-07-12,239.78168749999998
2011-07-13,245.353375
2011-07-14,243.07583333333332
2011-07-15,241.2402708333333
2011-07-16,230.90847916666667
2011-07-17,230.64697916666663
2011-07-18,225.31991666666667
2011-07-19,234.3636875
2011-07-20,232.52629166666668
2011-07-21,228.80893749999998
2011-07-22,229.64175
2011-07-23,229.35477083333333
2011-07-24,233.78572916666667
2011-07-25,233.31341666666665
2011-07-26,232.82920833333333
2011-07-27,233.6815625
2011-07-28,231.482125
2011-07-29,233.52025
2011-07-30,233.61810416666665
2011-07-31,236.6220625
2011-08-01,241.33647916666666
2011-08-02,237.9301875
2011-08-03,239.46783333333335
2011-08-04,232.24891666666667
2011-08-05,230.96527083333334
2011-08-06,237.1094375
2011-08-07,239.78629166666667
2011-08-08,240.53433333333336
2011-08-09,241.60752083333333
2011-08-10,242.68264583333334
2011-08-11,237.51622916666665
2011-08-12,238.91157142857142
2011-08-13,242.76591836734696
2011-08-14,264.2343469387755
2011-08-15,252.47877551020406
2011-08-16,244.14655102040817
2011-08-17,238.2883265306122
2011-08-18,234.6815714285714
2011-08-19,233.5839183673469
2011-08-20,240.3005102040816
2011-08-21,241.52610204081634
2011-08-22,236.7805918367347
2011-08-23,241.46436734693876
2011-08-24,234.65971428571427
2011-08-25,234.2668367346939
2011-08-26,236.72248979591836
2011-08-27,237.39726530612245
2011-08-28,242.52489795918365
2011-08-29,243.31148979591833
2011-08-30,250.69410204081635
2011-08-31,244.6405102040816
2011-09-01,245.40738775510204
2011-09-02,242.24020408163267
2011-09-03,243.2681632653061
2011-09-04,244.80922448979592
2011-09-05,241.78322448979588
2011-09-06,241.47691836734694
2011-09-07,239.48283673469388
2011-09-08,247.24971428571428
2011-09-09,249.04167346938775
2011-09-10,248.96193877551022
2011-09-11,251.03426530612245
2011-09-12,248.46097959183672
2011-09-13,247.45385714285715
2011-09-14,245.67765306122448
2011-09-15,249.29146938775511
2011-09-16,252.91251020408163
2011-09-17,246.9059183673469
2011-09-18,259.0735306122449
2011-09-19,246.75138775510203
2011-09-20,247.4202448979592
2011-09-21,243.41255102040816
2011-09-22,243.31008163265304
2011-09-23,242.7291224489796
2011-09-24,245.31420408163265
2011-09-25,248.2416875
2011-09-26,243.23885416666667
2011-09-27,235.73877083333332
2011-09-28,234.71793749999998
2011-09-29,239.44441666666668
2011-09-30,238.92877083333335
2011-10-01,239.95039583333332
2011-10-02,243.822125
2011-10-03,242.70168750000002
2011-10-04,239.42879166666668
2011-10-05,237.40764583333336
2011-10-06,239.3015833333333
2011-10-07,244.92020833333333
2011-10-08,240.55539583333334
2011-10-09,243.01385416666665
2011-10-10,240.21320833333334
2011-10-11,231.914125
2011-10-12,234.43433333333334
2011-10-13,239.5891458333333
2011-10-14,235.97297916666665
2011-10-15,241.8445833333333
2011-10-16,240.52124999999998
2011-10-17,244.76474999999996
2011-10-18,241.51479166666664
2011-10-19,233.58460416666665
2011-10-20,235.550875
2011-10-21,238.8951875
2011-10-22,238.123125
2011-10-23,244.78985416666663
2011-10-24,244.48524999999998
2011-10-25,244.9388541666667
2011-10-26,245.56139583333334
2011-10-27,249.06527083333333
2011-10-28,248.103125
2011-10-29,249.18406249999998
2011-10-30,244.5477083333333
2011-10-31,240.36775
2011-11-01,246.60539583333332
2011-11-02,246.9038125
2011-11-03,244.26812499999997
2011-11-04,250.17718749999997
2011-11-05,248.97910416666664
2011-11-06,255.84985416666666
2011-11-07,250.9035625
2011-11-08,254.54708333333335
2011-11-09,254.69247916666666
2011-11-10,256.40337500000004
2011-11-11,257.0075625
2011-11-12,253.8190625
2011-11-13,250.04943749999998
2011-11-14,251.0304583333333
2011-11-15,250.603625
2011-11-16,249.444
2011-11-17,236.7550625
2011-11-18,254.1534375
2011-11-19,249.62525000000002
2011-11-20,252.02108333333334
2011-11-21,254.09533333333331
2011-11-22,249.03235416666666
2011-11-23,246.4796666666667
2011-11-24,240.53785416666665
2011-11-25,238.5519375
2011-11-26,245.8505416666667
2011-11-27,244.19322916666667
2011-11-28,238.6906041666667
2011-11-29,238.7916041666667
2011-11-30,239.89825
2011-12-01,246.56535416666668
2011-12-02,245.73916666666665
2011-12-03,246.20872916666667
2011-12-04,244.582125
2011-12-05,240.24543749999998
2011-12-06,240.7424583333333
2011-12-07,240.6621458333333
2011-12-08,234.04472916666668
2011-12-09,232.04558333333333
2011-12-10,229.4955
2011-12-11,233.12775
2011-12-12,233.97389583333333
2011-12-13,233.94983333333334
2011-12-14,232.39175
2011-12-15,232.60366666666667
2011-12-16,238.14691666666667
2011-12-17,236.29579591836736
2011-12-18,235.41814285714284
2011-12-19,234.9397142857143
2011-12-20,234.88832653061226
2011-12-21,231.8734081632653
2011-12-22,237.27267346938777
2011-12-23,236.71710204081634
2011-12-24,239.21026530612244
2011-12-25,243.81699999999998
2011-12-26,245.6465306122449
2011-12-27,247.0049387755102
2011-12-28,239.08881632653063
2011-12-29,237.8372857142857
2011-12-30,238.08155102040817
2011-12-31,238.51579591836736
2012-01-01,231.19425
2012-01-02,242.41873469387755
2012-01-03,241.37428571428572
2012-01-04,244.39669387755103
2012-01-05,241.43428571428572
2012-01-06,238.5204081632653
2012-01-07,241.703
2012-01-08,241.2697755102041
2012-01-09,238.86753061224493
2012-01-10,238.05479591836738
2012-01-11,237.6238367346939
2012-01-12,237.55014285714287
2012-01-13,236.85908163265304
2012-01-14,237.7812857142857
2012-01-15,237.67277551020408
2012-01-16,246.38771428571428
2012-01-17,251.17785714285714
2012-01-18,256.93377551020404
2012-01-19,267.85773469387755
2012-01-20,267.87948979591835
2012-01-21,274.2404081632653
2012-01-22,271.4604693877551
2012-01-23,271.55685714285715
2012-01-24,273.8471836734694
2012-01-25,264.2362448979592
2012-01-26,275.0228163265306
2012-01-27,274.46495918367344
2012-01-28,278.50512244897953
2012-01-29,262.1013469387755
2012-01-30,261.9315306122449
2012-01-31,258.09451020408164
2012-02-01,258.3385714285714
2012-02-02,260.03306122448976
2012-02-03,264.45971428571426
2012-02-04,262.7009183673469
2012-02-05,263.83908163265306
2012-02-06,263.38077551020405
2012-02-07,267.29314285714287
2012-02-08,264.8203673469388
2012-02-09,265.2165714285714
2012-02-10,268.0952244897959
2012-02-11,269.5256530612245
2012-02-12,265.93142857142857
2012-02-13,267.29773469387754
2012-02-14,273.98224489795916
2012-02-15,275.07848979591836
2012-02-16,276.05755102040814
2012-02-17,276.5902857142857
2012-02-18,278.4428775510204
2012-02-19,281.56838775510204
2012-02-20,274.1938979591837
2012-02-21,277.8349591836735
2012-02-22,280.62351020408164
2012-02-23,282.615306122449
2012-02-24,281.03379591836733
2012-02-25,284.0927142857143
2012-02-26,306.252612244898
2012-02-27,282.0797346938775
2012-02-28,308.48673469387757
2012-02-29,290.57777551020405
2012-03-01,294.5168775510204
2012-03-02,289.14953061224486
2012-03-03,271.0371632653061
2012-03-04,271.29802040816327
2012-03-05,286.7535918367347
2012-03-06,273.7752857142857
2012-03-07,272.8613061224489
2012-03-08,281.615693877551
2012-03-09,268.0958367346939
2012-03-10,272.70508163265305
2012-03-11,275.5209591836734
2012-03-12,268.86638775510204
2012-03-13,267.0532857142857
2012-03-14,280.32679591836734
2012-03-15,277.9551632653061
2012-03-16,302.862693877551
2012-03-17,304.9450408163265
2012-03-18,306.70355102040816
2012-03-19,297.54097959183673
2012-03-20,280.0545918367347
2012-03-21,281.5753673469388
2012-03-22,272.85979591836735
2012-03-23,273.7768163265306
2012-03-24,261.39269387755104
2012-03-25,257.80606122448984
2012-03-26,258.158306122449
2012-03-27,268.59193877551024
2012-03-28,267.53448979591843
2012-03-29,266.64522448979596
2012-03-30,267.77644897959186
2012-03-31,266.831612244898
2012-04-01,267.394918367347
2012-04-02,271.00891836734695
2012-04-03,271.6858163265306
2012-04-04,274.7423265306122
2012-04-05,276.11922448979595
2012-04-06,275.7689387755102
2012-04-07,272.2797346938775
2012-04-08,272.156306122449
2012-04-09,270.522693877551
2012-04-10,271.18308163265306
2012-04-11,268.23312244897954
2012-04-12,270.9105306122449
2012-04-13,272.2498163265306
2012-04-14,263.31751020408166
2012-04-15,263.4715510204082
2012-04-16,263.37873469387756
2012-04-17,264.4410204081633
2012-04-18,247.38036734693875
2012-04-19,261.60930612244897
2012-04-20,264.62375510204083
2012-04-21,258.355693877551
2012-04-22,249.6812857142857
2012-04-23,248.2442448979592
2012-04-24,245.88167346938775
2012-04-25,245.40389795918367
2012-04-26,243.7728775510204
2012-04-27,242.38767346938775
2012-04-28,241.1184693877551
2012-04-29,239.52793877551022
2012-04-30,242.77610204081634
2012-05-01,241.5757551020408
2012-05-02,246.85832653061223
2012-05-03,247.0365306122449
2012-05-04,250.8906734693877
2012-05-05,241.20414285714284
2012-05-06,243.33067346938773
2012-05-07,244.60906122448978
2012-05-08,245.5441632653061
2012-05-09,233.87561224489792
2012-05-10,235.43475510204078
2012-05-11,251.10126530612243
2012-05-12,244.24236734693875
2012-05-13,244.45155102040812
2012-05-14,241.23202040816324
2012-05-15,249.69791836734692
2012-05-16,259.4921020408163
2012-05-17,275.5868163265306
2012-05-18,266.32814285714284
2012-05-19,270.5857959183673
2012-05-20,272.1460408163265
2012-05-21,271.8707959183673
2012-05-22,263.7068163265306
2012-05-23,263.764
2012-05-24,263.2930204081632
2012-05-25,265.8657551020408
2012-05-26,264.1532244897959
2012-05-27,280.2442857142857
2012-05-28,263.60055102040815
2012-05-29,264.39289795918364
2012-05-30,261.533693877551
2012-05-31,259.05418367346937
2012-06-01,267.9108979591836
2012-06-02,266.8834897959183
2012-06-03,267.74893877551017
2012-06-04,280.3001632653061
2012-06-05,280.5712244897959
2012-06-06,281.75606122448977
2012-06-07,280.9384285714285
2012-06-08,282.07946938775507
2012-06-09,289.8465102040816
2012-06-10,293.5436326530612
2012-06-11,280.59399999999994
2012-06-12,276.7682244897959
2012-06-13,278.3396734693877
2012-06-14,285.81089795918365
2012-06-15,278.5058775510204
2012-06-16,278.37855102040817
2012-06-17,276.10714285714283
2012-06-18,272.2355102040816
2012-06-19,277.45446938775507
2012-06-20,287.7282857142857
2012-06-21,283.84155102040813
2012-06-22,276.9711632653061
2012-06-23,276.03934693877545
2012-06-24,291.49775510204074
2012-06-25,276.6199183673469
2012-06-26,277.45891836734694
2012-06-27,278.45483673469386
2012-06-28,279.6344489795918
2012-06-29,280.8519183673469
2012-06-30,279.06130612244897
2012-07-01,272.7917959183673
2012-07-02,272.314387755102
2012-07-03,276.041693877551
2012-07-04,275.32020408163265
2012-07-05,277.30181632653057
2012-07-06,281.44142857142856
2012-07-07,280.44881632653056
2012-07-08,274.0112244897959
2012-07-09,270.44732653061226
2012-07-10,271.6836530612245
2012-07-11,270.9305918367347
2012-07-12,272.5571632653061
2012-07-13,272.9289183673469
2012-07-14,272.0740408163265
2012-07-15,272.2281428571428
2012-07-16,272.2093469387755
2012-07-17,272.39591836734695
2012-07-18,282.43016326530613
2012-07-19,276.34797959183675
2012-07-20,291.3574081632653
2012-07-21,271.8637551020408
2012-07-22,271.4162857142857
2012-07-23,286.51942857142853
2012-07-24,286.2372244897959
2012-07-25,283.9138775510204
2012-07-26,286.6465918367347
2012-07-27,289.76520408163265
2012-07-28,286.7929387755102
2012-07-29,302.1410204081633
2012-07-30,301.99144897959184
2012-07-31,289.7502857142857
2012-08-01,294.6839387755102
2012-08-02,276.6325714285714
