fecha,gen_hidraulica,gen_no_termica,gen_termica,generacion
2012-04-11,137050165.22,3689099.78,28029713.07,168768978.07
2012-04-12,134194848.95,3115422.67,27870492.279999997,165180763.9
2012-04-13,123799615.07,4409361.72,37172957.39,165381934.18
2012-04-14,117616603.47,3396178.91,37974645.18,158987427.56
2012-04-15,104798732.33,3205926.13,34783300.29,142787958.75
2012-04-16,133948018.92,3500472.41,29549028.539999995,166997519.87
2012-04-17,136088837.15,3667093.25,29532065.39,169287995.79
2012-04-18,133149074.12,3661460.88,30218367.33,167028902.33
2012-04-19,137533674.43,3706632.5,25850510.14,167090817.07
2012-04-20,146439228.02,3959178.72,18782464.52,169180871.26
2012-04-21,138631266.88,3967962.0500000003,17007971.62,159607200.55
2012-04-22,122856795.99,3890834.68,16502835.5,143250466.17
2012-04-23,143822954.53,3823990.56,19668472.47,167315417.56
2012-04-24,146975715.18,3879911.49,18338183.27,169193809.94
2012-04-25,149377890.52,4050444.69,16943591.27,170371926.48
2012-04-26,150456219.23,4090990.5,17336502.81,171883712.54
2012-04-27,146324406.45,4085927.25,19694155.44,170104489.14
2012-04-28,137595543.01,4039193.31,19384148.650000002,161018884.97
2012-04-29,118199500.3,4040294.37,19775403.330000002,142015198.0
2012-04-30,140375950.79,3948525.7,20262401.68,164586878.17
2012-05-01,120272053.12,4056200.55,18062230.3,142390483.97
2012-05-02,138937411.1,4405897.2299999995,20047177.65,163390485.98
2012-05-03,142625305.02,4407817.67,20422796.95,167455919.64000002
2012-05-04,138692126.6,4094238.52,22560728.1,165347093.22
2012-05-05,132431232.73,3878315.16,19957503.810000002,156267051.7
2012-05-06,119839165.71000001,3729704.2199999997,17571134.9,141140004.83
2012-05-07,142648292.99,3433675.87,17793409.78,163875378.64000002
2012-05-08,147327852.21,3659319.39,17077315.55,168064487.15
2012-05-09,146042503.03,3898152.44,19211087.259999998,169151742.73
2012-05-10,145461847.45,4180210.05,21358711.259999998,171000768.76
2012-05-11,150280381.43,4168990.17,17337619.9,171786991.5
2012-05-12,140125444.99,4239941.71,16837138.240000002,161202524.94
2012-05-13,119995789.53999999,4322778.18,16397105.260000002,140715672.98
2012-05-14,144484355.89,3992519.23,18552772.26,167029647.38
2012-05-15,149471985.07,3994630.72,18247915.14,171714530.93
2012-05-16,151901826.53,4014201.3600000003,18103341.09,174019368.98
2012-05-17,150445339.87,3449812.58,20109318.630000003,174004471.08
2012-05-18,147774497.25,3560043.18,22643757.65,173978298.08
2012-05-19,142377725.06,3476943.01,16319386.07,162174054.14000002
2012-05-20,120055161.65,3596983.96,15870580.88,139522726.49
2012-05-21,125848151.97,3627482.44,15802908.61,145278543.02
2012-05-22,142415693.07,3606105.31,22851153.419999998,168872951.8
2012-05-23,146611578.17,3595343.74,21194896.84,171401818.75
2012-05-24,150988625.60999998,3622912.71,19574006.08,174185544.4
2012-05-25,151672753.8,3668636.98,17986415.49,173327806.27
2012-05-26,143102246.25,3591872.67,17565403.799999997,164259522.72
2012-05-27,122829579.56,3624629.59,19037494.96,145491704.10999998
2012-05-28,152088768.88,3590439.7399999998,17000336.9,172679545.51999998
2012-05-29,147058126.48,3654298.86,23666973.54,174379398.88
2012-05-30,149070375.97,3412013.11,20721792.91,173204181.99
2012-05-31,145630903.7,3607246.6399999997,25041495.8,174279646.14000002
2012-06-01,147980418.66,3797955.45,20064920.589999996,171843294.7
2012-06-02,141917124.52,4025576.46,16775945.489999998,162718646.47
2012-06-03,126443688.75,4076467.71,15401259.0,145921415.46
2012-06-04,148054587.28,3982444.11,19076654.75,171113686.14
2012-06-05,150776937.18,3766433.08,19256998.97,173800369.23
2012-06-06,153614176.84,3663812.95,19262877.87,176540867.66
2012-06-07,153622555.14,3755628.7800000003,20290806.11,177668990.03
2012-06-08,150609577.78,4145585.94,19467185.32,174222349.04
2012-06-09,139604729.36,3854013.48,21572599.98,165031342.82
2012-06-10,125536639.83,2821464.75,18846539.43,147204644.01
2012-06-11,126099314.92,2991673.45,19714625.04,148805613.41
2012-06-12,145168686.28,4642652.24,19276613.880000003,169087952.4
2012-06-13,145296355.59,4020904.55,22335948.970000003,171653209.10999998
2012-06-14,142483206.39,4135300.91,25044521.07,171663028.37
2012-06-15,146368274.85,4148142.7399999998,22323658.89,172840076.48
2012-06-16,133994975.01,4064231.69,20686974.71,158746181.41
2012-06-17,111872668.36,4019660.0,21549612.189999998,137441940.55
2012-06-18,123463108.2,4060206.71,18790669.89,146313984.8
2012-06-19,145609467.48,3765734.73,22968931.12,172344133.33
2012-06-20,138888019.95,4623705.92,30518263.44,174029989.31
2012-06-21,131538851.86000001,4120436.55,33950296.69,169609585.10000002
2012-06-22,137027902.33,4059601.39,32058948.96,173146452.68
2012-06-23,130377469.45,4161575.4,28674962.5,163214007.35
2012-06-24,109754307.77,4074041.52,26772282.95,140600632.24
2012-06-25,130545621.60000001,3816793.89,30431938.02,164794353.51
2012-06-26,133636753.52,3656833.4499999997,29804742.24,167098329.21
2012-06-27,136311642.78,2775393.05,28632321.57,167719357.4
2012-06-28,134674423.42,2759218.48,32037923.7,169471565.6
2012-06-29,135314617.06,2768584.46,30077464.160000004,168160665.68
2012-06-30,125371663.33,2725919.77,28250524.68,156348107.78
2012-07-01,107832346.95,2056529.62,27170944.14,137059820.71
2012-07-02,110765945.1,2217170.77,30223833.89,143206949.76
2012-07-03,136474951.07,1701165.36,29209422.64,167385539.07
2012-07-04,132851846.49,2135223.94,34186598.29,169173668.72
2012-07-05,136051655.18,2276434.48,32632827.16,170960916.82
2012-07-06,133701946.34,2306608.18,35158994.949999996,171167549.47
2012-07-07,130389672.23,2359721.61,29639157.61,162388551.45
2012-07-08,112397967.61,2333797.9699999997,30203753.19,144935518.77
2012-07-09,138976318.73,2892368.91,30908880.39,172777568.03
2012-07-10,135476250.5,2662862.83,37266638.43,175405751.76000002
2012-07-11,136690293.26,2388028.4899999998,34169394.99,173247716.74
2012-07-12,138670230.09,2680242.9699999997,30714489.630000003,172064962.69
2012-07-13,136640569.14000002,3438669.29,30045757.019999996,170124995.45
2012-07-14,127938210.16,3346778.6,26748641.22,158033629.98
2012-07-15,114319567.66,3298913.2800000003,24030545.540000003,141649026.48
2012-07-16,137737181.55,2915385.79,27090162.900000002,167742730.24
2012-07-17,140910283.73,2997622.59,29076057.0,172983963.32
2012-07-18,135885043.02,3038538.92,31653320.729999997,170576902.67000002
2012-07-19,141442140.83,3014728.08,27614439.51,172071308.42000002
2012-07-20,126529044.47,3503520.81,23917317.09,153949882.37
2012-07-21,128278609.84,3728860.61,25707022.88,157714493.32999998
2012-07-22,113742001.92999999,3345873.8,26523459.65,143611335.38
2012-07-23,138938769.05,3728185.15,27423654.39,170090608.59
2012-07-24,138287332.03,2698686.56,30829473.31,171815491.9
2012-07-25,146922249.01999998,3332063.11,24514771.53,174769083.66
2012-07-26,147907275.05,3718024.12,24687931.92,176313231.09
2012-07-27,145891396.49,4124579.21,25807571.04,175823546.74
2012-07-28,136927640.34,3152139.7800000003,24681150.51,164760930.63
2012-07-29,122183982.88,2787605.95,23177412.41,148149001.24
2012-07-30,132424022.58999999,3088225.67,34124812.16,169637060.42
2012-07-31,138790336.53,2933070.67,29268447.169999998,170991854.37
2012-08-01,136045576.16,3354195.61,30543636.270000003,169943408.04
2012-08-02,138243043.38,3589561.21,30940185.63,172772790.22
2012-08-03,144214249.54,6009181.76,23460473.13,173683904.43
2012-08-04,135950611.8,3822419.21,24205553.62,163978584.63
2012-08-05,118737788.86,3950528.76,20998084.42,143686402.04
2012-08-06,139423542.31,4163065.77,23148465.83,166735073.91
2012-08-07,118937529.28,4008492.63,30548188.41,153494210.32
2012-08-08,143392620.24,3572938.28,27244230.919999998,174209789.44
2012-08-09,132732318.95,5154031.12,35485876.08,173372226.15
2012-08-10,129322400.11,5563795.47,39592552.53,174478748.10999998
2012-08-11,128990883.2,4076076.18,31137321.419999998,164204280.8
2012-08-12,114698082.13,4078364.83,27370406.82,146146853.78
2012-08-13,132077524.46,3615297.65,34066632.3,169759454.41
2012-08-14,126777624.97,3459241.17,38496467.839999996,168733333.98
2012-08-15,122917957.56,3581743.5300000003,45036397.21,171536098.3
2012-08-16,125090518.58,3890798.59,44758847.14,173740164.31
2012-08-17,125325971.23,3864663.88,42651498.519999996,171842133.63
2012-08-18,117617666.53,5013976.58,37771084.81,160402727.92
2012-08-19,103472655.73,4661377.29,36087927.1,144221960.12
2012-08-20,105906022.17,4003814.3,35533400.019999996,145443236.49
2012-08-21,127296995.28,3792142.7,39798408.1,170887546.07999998
2012-08-22,128279462.94000001,4237942.640000001,40116812.09,172634217.67000002
2012-08-23,135536728.31,3915648.86,32251935.009999998,171704312.18
2012-08-24,140025956.5,3991494.62,27609268.740000002,171626719.85999998
2012-08-25,134630220.12,4310490.8,22883725.25,161824436.17
2012-08-26,119572545.11,4093634.13,21265917.48,144932096.72
2012-08-27,139066856.9,4205014.51,27068332.59,170340204.0
2012-08-28,140150499.04,4070843.96,29687003.02,173908346.02
2012-08-29,140269931.87,4182244.57,32074946.64,176527123.08
2012-08-30,126360387.91,4185666.22,43989183.53,174535237.66
2012-08-31,127158931.91,4185528.75,42349079.13,173693539.79
2012-09-01,119998217.74000001,6434878.07,36021061.43,162454157.24
2012-09-02,116021023.06,5486282.02,23781347.06,145288652.14
2012-09-03,133673664.39,6300982.47,30644172.349999998,170618819.21
2012-09-04,132222397.67,8062528.57,32038811.330000002,172323737.57
2012-09-05,135012690.62,4945929.89,32978124.47,172936744.98000002
2012-09-06,137345036.76999998,3857671.34,32533523.560000002,173736231.67
2012-09-07,141499165.28,4056564.83,32133413.8,177689143.91
2012-09-08,124532153.38,3361483.31,39866408.87,167760045.56
2012-09-09,113301682.48,5253508.890000001,31020802.419999998,149575993.79
2012-09-10,138522797.3,3881822.5100000002,35017044.76,177421664.57
2012-09-11,132807139.26,4135167.6199999996,42484867.72,179427174.6
2012-09-12,131935254.84,4163469.1,42456927.910000004,178555651.85
2012-09-13,133830084.3,4104914.25,42206582.660000004,180141581.21
2012-09-14,134493563.44,4064910.63,41900186.23,180458660.3
2012-09-15,123795278.23,4087160.89,43557649.83,171440088.95
2012-09-16,111354596.2,2900823.46,37523171.83,151778591.49
2012-09-17,125290627.59,3492155.59,47747248.15,176530031.33
2012-09-18,125652158.28,3478784.23,52123221.23,181254163.74
2012-09-19,127107557.86,3618918.38,51398971.39,182125447.63
2012-09-20,128528453.06,3203717.63,52408138.06,184140308.75
2012-09-21,125040921.28,3509955.5700000003,54308943.42,182859820.27
2012-09-22,107829451.56,4784305.77,55722694.49,168336451.82
2012-09-23,91652534.81,3542211.3,58041918.339999996,153236664.45
2012-09-24,115806029.63,3033151.01,56338813.339999996,175177993.98
2012-09-25,121840976.87,2668657.92,51761123.23,176270758.02
2012-09-26,121998734.14,2632465.89,53304490.61,177935690.64000002
2012-09-27,127239215.87,2281148.08,48587821.339999996,178108185.29
2012-09-28,124223757.04,2331399.02,52197011.39,178752167.45
2012-09-29,110574247.93,2561341.7,56097645.71,169233235.34
2012-09-30,90028161.54,2702908.79,57501369.17,150232439.5
2012-10-01,119060192.76,2657734.15,53004095.4,174722022.31
2012-10-02,119561133.71,3355561.55,53558269.2,176474964.46
2012-10-03,127032935.07000001,3517303.21,47653138.82,178203377.1
2012-10-04,125727784.36,3403488.24,50411822.949999996,179543095.55
2012-10-05,118053478.78999999,3251345.65,52628185.8,173933010.24
2012-10-06,100817471.49,3283724.25,55509275.2,159610470.94
2012-10-07,86290122.57,3676814.29,52196653.660000004,142163590.52
2012-10-08,107370887.28,4355969.17,54296383.71,166023240.16
2012-10-09,115044159.86,3537698.22,53216510.22,171798368.3
2012-10-10,122199262.66,3606196.08,46763480.69,172568939.43
2012-10-11,123952268.17999999,3597707.39,47563395.98,175113371.55
2012-10-12,122586969.49,3608663.73,46667533.160000004,172863166.38
2012-10-13,113720549.75,4255210.9799999995,43378539.16,161354299.89
2012-10-14,93296516.82,3951598.71,43455318.41,140703433.94
2012-10-15,99808613.84,3914315.31,40538882.79,144261811.94
2012-10-16,118676087.55,3858047.73,44245376.0,166779511.28
2012-10-17,118061566.66,3586742.17,44819718.18,166468027.01
2012-10-18,115797104.94,3345017.13,48204607.370000005,167346729.44
2012-10-19,110014533.23,3635610.89,51655542.26,165305686.38
2012-10-20,116717642.31,3593034.98,38802592.22,159113269.51
2012-10-21,103573037.87,3912622.63,34438564.4,141924224.9
2012-10-22,127610771.99,4529549.25,33883234.8,166023556.04
2012-10-23,125028194.25,3815371.3000000003,38976930.43,167820495.98
2012-10-24,130839572.99,3841710.67,34075686.96,168756970.62
2012-10-25,132487091.03999999,3824725.6,34958294.89,171270111.53
2012-10-26,141128197.65,3898168.4,27074757.17,172101123.22
2012-10-27,130776495.01,3844081.0300000003,29637553.66,164258129.70000002
2012-10-28,117321989.75,3856814.71,26376785.720000003,147555590.18
2012-10-29,134191009.42,3728370.88,33810400.56,171729780.85999998
2012-10-30,132276895.02,3891843.3,35709620.58,171878358.9
2012-10-31,127843677.52,3873966.51,39351876.7,171069520.73
2012-11-01,133804894.94999999,3858291.48,35730128.22,173393314.65
2012-11-02,132276140.35000001,3815291.75,39600280.47,175691712.57
2012-11-03,121387170.17999999,3871739.45,39847915.12,165106824.75
2012-11-04,105184981.25,3842333.8899999997,36769721.14,145797036.28
2012-11-05,110208328.21000001,3732879.99,36348417.07,150289625.27
2012-11-06,127916906.17,3268154.14,41899845.27,173084905.58
2012-11-07,128945505.42,3145396.45,42000943.97,174091845.84
2012-11-08,127528624.18,3157897.29,44556117.45,175242638.92000002
2012-11-09,128275389.43,2821436.7600000002,46504345.15,177601171.34
2012-11-10,115333175.73,2843255.14,48631626.11,166808056.98
2012-11-11,97090369.49,2785094.07,47017129.89,146892593.45
2012-11-12,101385981.13000001,2702835.7800000003,47480310.059999995,151569126.97
2012-11-13,121898789.51,2533219.03,49064325.83,173496334.37
2012-11-14,122711749.84,2583993.24,51833182.75,177128925.83
2012-11-15,117618727.39,2944988.64,53532743.2,174096459.23
2012-11-16,113190474.94,2503381.9899999998,59035844.04,174729700.97
2012-11-17,108799182.05,2842420.74,53500655.45,165142258.24
2012-11-18,102114754.41,3392187.49,41022088.03,146529029.93
2012-11-19,123369252.22,3119516.55,47875225.05,174363993.82
2012-11-20,125445676.2,1901463.0699999998,50193960.51,177541099.78
2012-11-21,135925999.74,1745396.99,37247815.2,174919211.93
2012-11-22,133935082.92999999,2025203.1400000001,38318859.510000005,174279145.58
2012-11-23,131684901.82,1958970.99,39943553.9,173587426.71
2012-11-24,127206960.25,1699593.21,36016308.35,164922861.81
2012-11-25,111046231.7,1695659.74,36171043.78,148912935.22
2012-11-26,133155442.55,1328458.1199999999,39339234.83,173823135.5
2012-11-27,137077547.32,2235910.99,38644118.660000004,177957576.97
2012-11-28,136789188.29,1688472.8900000001,37674103.58,176151764.76
2012-11-29,134508335.46,1813634.26,40804500.07,177126469.79
2012-11-30,129634173.63,2161507.71,43247663.28,175043344.62
2012-12-01,117323042.0,2747829.89,42570598.35,162641470.24
2012-12-02,101808316.53,3055979.69,41062640.84,145926937.06
2012-12-03,120757057.82000001,2597713.93,47173012.03,170527783.78
2012-12-04,128449212.16,2654181.34,44705115.9,175808509.4
2012-12-05,125934249.04,3103411.08,46120870.36,175158530.48
2012-12-06,128139054.4,3983542.0,44663740.81,176786337.21
2012-12-07,127808743.25,4227421.3,42493252.4,174529416.95
2012-12-08,111130624.69,3808372.7800000003,41908538.45,156847535.92
2012-12-09,109076158.36,3882186.85,38808619.25,151766964.46
2012-12-10,131259185.13,3717606.39,41376385.8,176353177.32
2012-12-11,131402164.16,4551727.01,43462623.449999996,179416514.62
2012-12-12,139203417.49,3547587.91,36375407.86,179126413.26
2012-12-13,128748698.2,3712354.79,45005838.71,177466891.7
2012-12-14,121814696.97,4053540.31,48202963.04,174071200.32
2012-12-15,107283026.92,3496548.45,51889501.440000005,162669076.81
2012-12-16,98645617.46,3864863.77,45804068.24,148314549.47
2012-12-17,122255301.15,3483674.31,45813945.800000004,171552921.26
2012-12-18,121931977.64999999,3810654.63,46304858.91,172047491.19
2012-12-19,125305612.26,3176320.14,47485513.910000004,175967446.31
2012-12-20,115726123.18,3051732.99,56522282.94,175300139.11
2012-12-21,112737324.07,3095292.62,57059653.69,172892270.38
2012-12-22,103984029.36999999,2796960.83,55711242.36,162492232.56
2012-12-23,85772384.62,2980358.19,57481277.14,146234019.95
2012-12-24,97990841.94,2812652.21,47525774.86,148329269.01
2012-12-25,91314005.92999999,2645562.05,37803789.97,131763357.95
2012-12-26,110467351.18,2754634.2,49903199.16,163125184.54
2012-12-27,114164778.33,2957961.81,48307721.58,165430461.72
2012-12-28,114280391.01,2984169.69,49984201.43,167248762.13
2012-12-29,110400400.33,2908261.84,43907583.94,157216246.11
2012-12-30,103508488.66,2191897.87,38549328.67,144249715.2
2012-12-31,102461016.39,2170624.93,39214248.120000005,143845889.44
2013-01-01,87417547.54,1940200.09,36348817.3,125706564.93
2013-01-02,100776908.31,2106918.38,49450700.41,152334527.1
2013-01-03,111730070.7,2153546.07,47401632.63,161285249.4
2013-01-04,115452911.88,2287605.81,45862274.31,163602792.0
2013-01-05,104740241.23,2221906.7,49848653.68,156810801.60999998
2013-01-06,91747490.13,1583225.0,48414410.42,141745125.55
2013-01-07,92281095.72,2043778.3900000001,49599919.98,143924794.09
2013-01-08,118864533.5,2342869.12,45097867.44,166305270.06
2013-01-09,121889205.52,2639273.55,45199013.07,169727492.14
2013-01-10,116233103.01,2637007.35,52539958.0,171410068.36
2013-01-11,127341902.33,2651081.64,41498038.730000004,171491022.70000002
2013-01-12,116655170.02,2677569.77,42496239.8,161828979.59
2013-01-13,96410022.24,2649968.61,46149908.54,145209899.39
2013-01-14,112607155.01,2696033.79,53137201.59,168440390.39000002
2013-01-15,107789780.49,2678943.98,60482702.85,170951427.32
2013-01-16,109733612.71,2637943.7800000003,59711426.32,172082982.81
2013-01-17,118521456.05,2632821.47,52593066.6,173747344.12
2013-01-18,116189693.91,2703321.14,54480043.29,173373058.34
2013-01-19,106441095.86,2748012.09,53904992.86,163094100.81
2013-01-20,95020496.68,2209076.17,49523710.88,146753283.73000002
2013-01-21,113002317.33,2645374.35,57583607.879999995,173231299.56
2013-01-22,118214645.45,2634444.88,55006137.199999996,175855227.53
2013-01-23,115784940.03,2554319.91,58005722.349999994,176344982.29
2013-01-24,116079662.35000001,2539536.12,56419138.76,175038337.23
2013-01-25,120451120.42,2486854.31,51591975.5,174529950.23
2013-01-26,114435893.38,2622916.16,46556345.8,163615155.34
2013-01-27,101277119.42999999,2638639.0100000002,42795597.25,146711355.69
2013-01-28,117806403.68,2584642.19,53146700.14,173537746.01
2013-01-29,124689728.31,2626591.4,49379469.77,176695789.48
2013-01-30,121819022.33,2634577.09,53347456.51,177801055.93
2013-01-31,123981339.78999999,3183872.2399999998,51498524.78,178663736.81
2013-02-01,115513036.0,2506015.5500000003,56224420.04000001,174243471.59
2013-02-02,109364274.34,2566183.43,50357338.62,162287796.39000002
2013-02-03,83077338.45,2597698.73,58888544.949999996,144563582.13
2013-02-04,104644227.76,2474773.48,63929235.65,171048236.89
2013-02-05,109433503.75,2360017.6,62184620.56,173978141.91
2013-02-06,111760234.64,2840397.7,62104758.5,176705390.84
2013-02-07,117588457.0,2906280.31,56467846.86,176962584.17000002
2013-02-08,113654992.43,3145988.19,60258696.879999995,177059677.5
2013-02-09,101211901.25,3867188.71,58618206.23,163697296.19
2013-02-10,83197160.85,3465788.45,58388834.96,145051784.26
2013-02-11,106894933.89,3681877.12,58824086.050000004,169400897.06
2013-02-12,111322599.24,4026604.48,56879207.89,172228411.61
2013-02-13,108355644.91,3961204.82,63123232.87,175440082.6
2013-02-14,112222200.92,3573093.55,62585260.8,178380555.27
2013-02-15,118030838.34,3518282.27,58052150.87,179601271.48
2013-02-16,108211699.06,3358498.0,57696411.800000004,169266608.85999998
2013-02-17,96396821.02,3239495.22,47967567.13,147603883.37
2013-02-18,115324429.16,2296195.63,52801915.17,170422539.96
2013-02-19,119007887.86,2648643.35,53834554.580000006,175491085.79
2013-02-20,131459309.27000001,3402705.89,45663303.09,180525318.25
2013-02-21,129965483.17,2785768.95,44882349.68,177633601.8
2013-02-22,124336157.36,3212696.65,51783722.70999999,179332576.72
2013-02-23,107664995.55,1786156.86,56427883.37,165879035.78
2013-02-24,101439045.19000001,1933531.41,44944257.07,148316833.67000002
2013-02-25,133395990.14,1978925.1400000001,40825799.58,176200714.85999998
2013-02-26,134295813.56,2546704.71,44039514.870000005,180882033.14000002
2013-02-27,127446234.41,2610990.23,51916231.27,181973455.91
2013-02-28,125512996.86,2741376.15,52104488.82,180358861.83
2013-03-01,120965554.37,2667358.54,53250664.49,176883577.4
2013-03-02,114427908.45,2943342.48,49169420.53,166540671.46
2013-03-03,104766833.92,2568248.83,41143584.89,148478667.64
2013-03-04,123986432.47,2370115.6,42672670.879999995,169029218.95
2013-03-05,123711250.66,2657585.18,50378170.32,176747006.16
2013-03-06,122564580.49,2612875.12,53331345.86,178508801.47
2013-03-07,122298609.68,2561855.4699999997,53285658.589999996,178146123.74
2013-03-08,118366342.47,4338736.470000001,55603804.65,178308883.59
2013-03-09,107953429.23,3358147.56,57800522.46,169112099.25
2013-03-10,95281471.3,3182657.0,52133087.48,150597215.78
2013-03-11,113436404.76,2652309.37,57417097.23,173505811.36
2013-03-12,116212974.23,3055537.23,56866653.96,176135165.42
2013-03-13,118416425.25,3311871.34,58640936.32,180369232.91
2013-03-14,122023166.08,2747806.75,56134209.11,180905181.94
2013-03-15,122942102.67999999,4230219.02,51060762.54,178233084.24
2013-03-16,119178815.07,2553293.6999999997,47906388.66,169638497.43
2013-03-17,117516342.6,2844755.85,32571020.55,152932119.0
2013-03-18,135928457.28,3642002.38,37428744.12,176999203.78
2013-03-19,137353468.63,2919255.26,41100655.77,181373379.66
2013-03-20,136436662.34,3112613.37,39497214.45,179046490.16
2013-03-21,138114806.14000002,3255601.82,35891598.6,177262006.56
2013-03-22,137723125.76,4382981.07,35332716.82,177438823.65
2013-03-23,136800128.48,3973467.85,24864583.87,165638180.2
2013-03-24,123832667.14,3085614.88,23475849.83,150394131.85
2013-03-25,128182577.61,2783843.58,24218317.34,155184738.53
2013-03-26,139863936.04,2649542.0300000003,28284350.96,170797829.03
2013-03-27,138791999.79,2739561.42,26413311.23,167944872.44
2013-03-28,122177353.89,2735405.95,20281988.990000002,145194748.83
2013-03-29,110074454.27,2468591.58,24910699.26,137453745.11
2013-03-30,123226209.46,2217496.6,25598332.08,151042038.14000002
2013-03-31,109932172.3,2007127.55,33234745.669999998,145174045.52
2013-04-01,137685440.91,2021793.82,37413427.4,177120662.13
2013-04-02,134330108.5,3176093.8,42303695.29,179809897.59
2013-04-03,134279853.31,3430347.59,42911089.339999996,180621290.24
2013-04-04,134919930.98,4518200.84,41163918.64,180602050.46
2013-04-05,128650709.03,3600668.87,48005858.21,180257236.11
2013-04-06,111022118.49,3428601.08,55917102.77,170367822.34
2013-04-07,84685437.02,2838603.0,66257257.69,153781297.71
2013-04-08,118415744.15,2523044.66,58685961.88,179624750.69
2013-04-09,113917201.43,2677797.84,64816101.71,181411100.98
2013-04-10,115467705.13,2667278.29,63232819.94,181367803.35999998
2013-04-11,115876797.7,2671237.79,63703643.85,182251679.34
2013-04-12,119962760.95,2698364.88,60514432.15,183175557.98
2013-04-13,111689665.55,2701180.11,59755121.68,174145967.34
2013-04-14,93499670.99000001,2446119.41,58776663.83,154722454.23
2013-04-15,114914933.7,2722570.92,61667223.46,179304728.08
2013-04-16,113566070.83,2653704.93,66477585.35,182697361.10999998
2013-04-17,112368393.95,2500929.4,67079225.33,181948548.68
2013-04-18,115583670.07000001,2561019.15,64295066.5,182439755.72
2013-04-19,117738950.61,3179102.07,57378037.65,178296090.33
2013-04-20,104031696.67,3483525.01,60638122.260000005,168153343.94
2013-04-21,88861725.39,3423541.09,55726482.36,148011748.84
2013-04-22,120935193.95,3279141.03,52412884.93,176627219.91
2013-04-23,125895832.52,3457244.5,48080104.45,177433181.47
2013-04-24,130826964.8,3496992.64,43919691.2,178243648.64
2013-04-25,140616796.84,3478667.9,36169124.05,180264588.79
2013-04-26,127407443.76,3448897.15,46678437.54,177534778.45
2013-04-27,126135142.94,3376408.28,36821744.6,166333295.82
2013-04-28,102016211.7,3327843.12,43186041.06,148530095.88
2013-04-29,132206159.21000001,3309367.77,38565796.08,174081323.06
2013-04-30,120540537.45,3243691.27,53063171.67,176847400.39000002
2013-05-01,110251391.07,3293612.22,40608736.77,154153740.06
2013-05-02,120942043.71,2984920.2199999997,50688091.71,174615055.64
2013-05-03,126439529.07,2797122.35,49358291.54,178594942.96
2013-05-04,124147173.73,2671552.48,45126427.52,171945153.73
2013-05-05,105032533.24,2659435.6,41864330.71,149556299.55
2013-05-06,129565228.16,2663622.24,44879243.42,177108093.82
2013-05-07,125875005.09,2618167.19,49715378.88,178208551.16
2013-05-08,130343720.13,2944043.98,48486847.77,181774611.88
2013-05-09,129005622.74000001,2765581.06,48723783.330000006,180494987.13
2013-05-10,130883703.17,2902500.69,47316727.8,181102931.66
2013-05-11,118881908.73,3004925.33,48978027.16,170864861.22
2013-05-12,105073501.14,3141377.91,41106142.82,149321021.87
2013-05-13,119724950.72999999,3104738.8,35439678.49,158269368.02
2013-05-14,132846428.31,2607859.18,47683331.36,183137618.85
2013-05-15,129711772.05,2347908.07,50937466.92,182997147.04
2013-05-16,129030435.76,2281410.31,52991773.36,184303619.43
2013-05-17,138602050.88,2554930.7,42087551.28,183244532.85999998
2013-05-18,129993835.81,3146083.53,44613408.93,177753328.27
2013-05-19,116370990.62,3617192.7,36009331.690000005,155997515.01
2013-05-20,135211205.54999998,2787128.94,41499883.78,179498218.27
2013-05-21,133557920.03,2997000.67,43348876.61,179903797.31
2013-05-22,132171625.72,3260508.31,41494618.46,176926752.49
2013-05-23,127869282.74000001,3646157.36,44562931.72,176078371.82
2013-05-24,145486985.44,4761711.3,29123756.09,179372452.83
2013-05-25,143205870.25,3646438.99,26053299.47,172905608.71
2013-05-26,126489262.82000001,3883225.94,23376879.46,153749368.22
2013-05-27,147263168.76,3404967.93,25743359.58,176411496.27
2013-05-28,147743700.35,3206410.6,30974311.810000002,181924422.76
2013-05-29,137639887.24,3241645.62,35894785.589999996,176776318.45
2013-05-30,144063496.59,2602540.24,33924955.85,180590992.68
2013-05-31,142382779.21,2706402.92,33225605.51,178314787.64000002
2013-06-01,133568511.65,2622447.29,29627114.15,165818073.09
2013-06-02,124489742.1,3451846.59,21820788.2,149762376.89
2013-06-03,120489659.07000001,3373116.81,28904828.189999998,152767604.07
2013-06-04,138424699.76,2962093.38,36060009.69,177446802.82999998
2013-06-05,134882062.02,3032484.09,38323180.26,176237726.37
2013-06-06,134607586.7,2920099.87,40509835.61,178037522.18
2013-06-07,136553680.66,2439352.48,40554555.6,179547588.74
2013-06-08,135179363.53,2286661.71,33183644.71,170649669.95
2013-06-09,109446914.3,2591498.9,37693868.02,149732281.22
2013-06-10,120613655.03,3237799.37,30152354.25,154003808.65
2013-06-11,130302412.53,4641937.08,39303692.25,174248041.86
2013-06-12,126739201.71,2517444.53,45969297.45,175225943.69
2013-06-13,126585690.23,2444346.79,48227135.87,177257172.89000002
2013-06-14,131848753.91000001,2717808.61,38999487.4,173566049.92
2013-06-15,118269554.66,2630222.47,44023813.43,164923590.56
2013-06-16,97894756.06,2781533.7399999998,46786878.650000006,147463168.45
2013-06-17,127048291.0,3591318.02,43691165.04,174330774.06
2013-06-18,132640259.25999999,3609466.22,44614155.89,180863881.37
2013-06-19,134130017.09,3286348.72,39360755.05,176777120.85999998
