PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,precio_bolsa
4.2035381218357255,3.5657706080246245,4.51077044031071,1.345584283659261,-0.6279479385852946,1.0780026534292546,-1.0061621762232182,1.4451849982020117,120.5012283333333
4.160252156389778,2.9203348499992203,4.233935327775477,1.2350968500658381,-0.6093118886525374,1.2871154906085278,-1.0516946728023127,1.014595379532116,118.49534000000006
4.349066106400624,3.062139629714126,4.1754259773608595,1.408132757054121,-0.7331795443556833,0.8698893497142995,-0.8882778957123467,0.989647571954042,121.16014499999994
4.076867435250878,1.7841406740515975,3.9339631586144748,1.0678409635634563,-0.6359923159985476,1.248735361212044,-0.9092088135737916,0.29316195176098114,123.96293666666662
4.2276278392928806,1.3944440813378878,4.084858032173169,1.1725381664503847,-0.6443455512602426,1.4786016684691987,-1.2404335216370053,-0.17406211403959437,120.6664366666666
4.118378918154419,1.2407113513318446,4.418516009082999,1.0950965724007076,-0.6452393819812546,1.3328315224734604,-1.1594310396348484,-0.24595198125567294,125.92060333333328
4.131754495340192,1.0797543944773302,4.559078129482269,1.1386336493972982,-0.720027081378307,1.1914400558636187,-1.225094197948956,-0.3577934687465808,130.82151833333333
4.13527222716357,1.1668344669431565,3.921572843378491,1.1002696674799883,-0.7479641316635982,1.056256246725946,-0.9884477203308943,-0.3006017000408748,153.0688533333333
3.842881250665947,1.5328098455975943,4.820082372064286,0.9970985254227782,-0.5633899283600646,1.306465817984043,-1.2661561122793452,0.026894527799377066,151.6499366666666
4.01881469109371,2.101114586168789,5.228375666568204,1.232236447122727,-0.8152731014040315,0.3051571987342348,-0.8401036641207226,0.3806343296649869,198.85393666666667
4.290820477181487,2.1943747235063,4.970014105999826,1.321271338043998,-0.7488937878910678,0.6487957972338333,-0.9476412807142104,0.33978907959530225,199.85393666666667
4.167636222553008,1.423119064346374,4.229401552246964,1.0203288284703906,-0.47753835327363636,1.6096786226444642,-1.1718532506480754,0.02039460001085051,173.4508116666666
3.8982135673420943,1.0587325860380228,4.340132727439695,0.8509957822564448,-0.40473343525105154,1.839596029208184,-1.367856454781685,-0.024958256318333486,177.36122833333343
3.9162677539350192,0.9029396022364903,4.516780413385035,0.8162213077806967,-0.4917907075891439,1.650744999026752,-1.2388980309335145,-0.25283516997652206,189.43727
4.020480667760518,0.9751441087189013,4.601616491365065,0.8274317185049634,-0.466716249639243,1.6413016267418197,-1.1522857692985309,-0.2863472853598907,168.11081166666662
3.704277873430054,1.4730452446453435,4.511682955292316,0.6893468547437743,-0.4623206425209344,1.4804606689614146,-1.0322765983813422,0.12588037205420435,168.8539366666666
4.322770003687284,2.337645944634559,4.488104690201064,1.1172596324532975,-0.47194304967417827,1.3077713661710768,-0.9919764719744548,0.6384008304372768,165.58310333333327
4.198887985921458,1.1275900048255094,3.8419900082997316,1.0005182873461977,-0.5213208568302987,1.3548142553714206,-1.0528141462762821,-0.261917564606331,174.14560333333327
3.6438717291029694,1.0701324407797244,4.345371420301347,0.628383269437207,-0.31709621123858617,1.903959717571085,-1.340346637127471,-0.1969519842586122,159.66826999999995
3.8771543866017018,0.9331660978727272,4.1670389671463655,0.7930674410721925,-0.3926546112574042,1.6969471750899163,-1.3111083095347658,-0.40876216481092253,168.22876999999994
3.9223075336799327,1.038878912776964,4.25654610452795,0.6728575086914665,-0.25260388118451155,1.992403734335554,-1.2271041246143306,-0.16095711349213426,148.40739499999995
