fecha,precio_bolsa,demanda,disp_dec_hidraulica,disp_dec_no_termica,disp_dec_termica,disponibilidad_declarada,gen_hidraulica,gen_no_termica,gen_termica,generacion,aportes_energia,precio_oferta,vol_util,indice_ONI,vertimientos
2010-01-01,120.5012283333333,113361581.12999998,356125.0,102616.66666666667,121611.60714285714,213690.15151515152,35796804.67,13362226.83,66260052.96,115419084.46000001,45616100.0,267.4376326530612,10006614779.0,1.5,
2010-01-02,118.49534000000006,125471806.71999998,353776.51515151514,102616.66666666667,121633.92857142857,212762.1212121212,46595646.989999995,13393741.629999999,67691806.16,127681194.78,43097100.0,277.1535918367347,9995146811.5,1.5,
2010-01-03,121.16014499999994,121145172.79,356579.54545454547,102616.66666666667,119455.35714285714,212774.24242424243,42578875.2,13046074.83,68012828.41,123637778.44,43400400.0,313.55275510204086,9992677303.1,1.5,
2010-01-04,123.96293666666662,143931718.94000003,341617.42424242425,102616.66666666667,116611.60714285714,205341.66666666666,62242326.79,13160643.95,70554488.25,145957458.99,40410400.0,303.5198775510204,9965341213.6,1.5,
2010-01-05,120.6664366666666,149869127.57,346125.0,102616.66666666667,116613.09523809524,207145.45454545456,69173462.65,14514419.15,68460147.28999999,152148029.09,41190600.0,339.6004489795919,9926759570.3,1.5,
2010-01-06,125.92060333333329,150379646.33,338897.7272727273,104616.66666666667,111611.60714285714,201890.15151515152,69723841.63,14751943.879999999,68450441.25,152926226.76,41733100.0,331.67179591836737,9886867462.7,1.5,
2010-01-07,130.82151833333333,149729913.23,335392.04545454547,104616.66666666667,109104.16666666666,199211.36363636365,72673134.59,15217924.690000001,64157331.38,152048390.66,39732000.0,363.02522448979596,9845173840.0,1.5,
2010-01-08,153.06885333333327,151087459.53,343905.30303030304,105791.66666666666,111769.34523809524,204080.303030303,73179007.57,13739421.370000001,66883989.620000005,153802418.56,37078100.0,363.84418367346933,9805162371.6,1.5,
2010-01-09,151.6499366666666,143868742.42,339125.0,117200.0,109586.30952380951,202093.9393939394,67593662.09,15079280.06,63824175.04,146497117.19,46893900.0,302.5368979591837,9776947710.4,1.5,
2010-01-10,198.85393666666667,126779105.90999997,332575.75757575757,113066.66666666667,101229.16666666666,194843.9393939394,54051541.1,14548016.08,61161166.25,129760723.43,44906900.0,347.4071632653062,9761769838.4,1.5,
2010-01-11,199.85393666666667,129057990.07,339034.0909090909,113066.66666666667,107441.96428571429,200590.15151515152,52285897.36,14704539.129999999,64938003.63,131928440.12,42546900.0,348.3094693877552,9747520085.7,1.5,
2010-01-12,173.4508116666666,149508573.04,334994.3181818182,110666.66666666667,116897.32142857143,203569.696969697,67627176.41,14499110.59,69870535.1,151996822.1,39807200.0,307.818918367347,9708733236.2,1.5,
2010-01-13,177.36122833333343,153763913.36999997,325534.0909090909,115666.66666666667,116372.0238095238,199972.72727272726,76215084.13,15023525.89,64780866.4,156019476.42,39987000.0,299.28412244897964,9665265897.6,1.5,
2010-01-14,189.43726999999998,155549588.27,327435.6060606061,115666.66666666667,111601.19047619049,198304.54545454544,77007082.07,15103938.4,65869677.31,157980697.78,34998300.0,307.88344897959195,9617464150.2,1.5,
2010-01-15,168.11081166666662,155550356.51000005,328715.9090909091,115666.66666666667,111023.80952380951,198522.72727272726,73719181.64999999,15099646.24,69545778.07000001,158364605.96,34303900.0,298.745918367347,9571086832.7,1.5,
2010-01-16,168.8539366666666,148330057.20000002,338500.0,108466.66666666667,111016.36904761905,201778.0303030303,69791384.86,14073924.36,66771531.39,150636840.60999998,35344500.0,262.1837959183673,9530126077.4,1.5,
2010-01-17,165.58310333333327,132970451.83999997,337678.03030303033,105466.66666666667,117514.88095238095,204484.84848484848,52101331.160000004,14153941.15,68926986.17999999,135182258.49,36487400.0,296.7715102040816,9514835376.6,1.5,
2010-01-18,174.14560333333327,153844141.23999998,339821.96969696967,108733.33333333333,115266.36904761905,204494.696969697,74016020.5,13879931.74,68526279.19,156422231.43,36928400.0,346.0058979591837,9468375378.6,1.5,
2010-01-19,159.66826999999995,157369954.59999996,342662.87878787884,106866.66666666667,114163.69047619049,204900.0,79318751.27,14677798.719999999,66045389.96,160041939.95,40295600.0,261.93673469387755,9418430092.4,1.5,
2010-01-20,168.22876999999994,158516513.76000008,343988.63636363635,110866.66666666667,113815.4761904762,205616.66666666666,80014744.58,14673394.129999999,65868023.03,160556161.74,40389000.0,308.69130612244896,9373463967.6,1.5,
2010-01-21,148.40739499999995,158508777.0,332901.51515151514,106866.66666666667,116514.88095238095,202192.42424242425,76095984.33,14647014.620000001,70547140.98,161290139.93,35779400.0,266.3417755102041,9328033156.6,1.5,
2010-01-22,145.47385333333327,158439324.22000003,325761.36363636365,104866.66666666667,116555.05952380951,199175.0,76971812.39,14741846.06,69244604.63,160958263.08,34106500.0,303.506612244898,9274408226.9,1.5,
2010-01-23,156.31226999999993,150582338.5,336681.8181818182,99166.66666666667,114269.34523809524,201861.36363636365,69569648.24000001,14216513.19,69645669.81,153431831.24,34997900.0,297.495,9234836602.3,1.5,
2010-01-24,153.93726999999993,134015753.06,339382.57575757575,99166.66666666667,111913.69047619049,201742.42424242425,54014433.37,13998295.82,68335418.97,136348148.16,39007400.0,300.219,9212886487.1,1.5,
2010-01-25,160.49610333333328,156766331.07000002,318000.0,103000.0,109683.03571428571,192402.27272727274,76453239.76,14681085.56,68079920.16,159214245.48,38347000.0,346.8656734693878,9169644165.1,1.5,
2010-01-26,153.1941866666666,156757117.9,307594.69696969696,104500.0,109626.48809523809,188347.72727272726,76895445.18,14141815.45,68063929.02,159101189.65,44399500.0,265.91485714285716,9130480818.7,1.5,
2010-01-27,146.96722833333328,156989446.78,303909.0909090909,103000.0,102968.75,183347.72727272726,79382827.5,14653674.3,65125333.489999995,159161835.29,37230100.0,256.7127551020409,9081035099.5,1.5,
2010-01-28,142.7784366666666,157540157.12999997,315060.606060606,101166.66666666667,105657.73809523809,189010.60606060608,79623134.84,13871888.51,66187654.88,159682678.23,40529900.0,309.1386326530613,9037338342.2,1.5,
2010-01-29,131.64022833333328,158713606.58999997,320950.75757575757,105000.0,107943.45238095238,192878.7878787879,79345377.86,14079469.21,67635544.19999999,161060391.27,37489200.0,307.81928571428574,8989939846.2,1.5,
2010-01-30,146.43726999999993,149398717.34,301946.96969696967,110000.0,106956.84523809524,185229.54545454544,70196423.94,13060233.09,68524761.19,151781418.22,42679200.0,343.3409795918368,8955216803.8,1.5,
2010-01-31,124.55531166666661,134621639.24,307401.51515151514,110000.0,107938.98809523809,187911.36363636365,57338076.71,12538757.49,66708034.46,136584868.66,31863500.0,345.99483673469393,8923789020.8,1.5,
2010-02-01,130.6087616666667,157090048.60000002,347856.0606060606,114000.0,114333.33333333334,207712.1212121212,77945978.0,13559209.280000001,67803608.71000001,159308795.99,32256000.0,350.1825102040816,8867778356.5,1.2,
2010-02-02,133.40637999999998,160081642.68,333984.84848484845,114000.0,113227.67857142857,201600.75757575757,80695312.53999999,14529756.85,66970504.88,162195574.27,30175300.0,357.19610204081636,8809410013.1,1.2,
2010-02-03,127.49713666666669,161219300.35000002,332625.0,114000.0,110892.85714285714,199868.18181818182,88411682.12,14640655.16,60610976.71,163663313.99,32331600.0,316.7064489795918,8742671779.9,1.2,
2010-02-04,129.4265333333333,163482861.18999997,329255.6818181818,114000.0,110328.86904761905,198233.33333333334,91215221.83,14789321.620000001,60235102.88,166239646.33,29032100.0,313.75620408163263,8670475794.8,1.2,
2010-02-05,130.34922000000003,162974222.1,341977.2727272727,114000.0,111970.23809523809,204157.57575757575,92811101.17,12338939.620000001,60711012.86,165861053.65,31084900.0,318.8881632653061,8593825374.7,1.2,
2010-02-06,159.64293166666664,152560091.37,325992.42424242425,114000.0,111968.75,197762.8787878788,77420955.27,13018866.870000001,64657946.589999996,155097768.73,44297100.0,365.88916326530614,8552373383.9,1.2,
2010-02-07,132.02235166666662,133982359.53000003,336090.9090909091,114000.0,111831.84523809524,201732.57575757575,63483139.27,12739386.98,60186893.47,136409419.72,36255100.0,323.12551020408165,8517744751.9,1.2,
2010-02-08,155.26313666666667,158852723.29,337765.1515151515,114000.0,110727.67857142857,201840.15151515152,77765411.99,14648787.969999999,69056976.58,161471176.54,38084800.0,325.97242857142857,8464771764.8,1.2,
2010-02-09,172.68359166666673,159139408.68999994,325011.36363636365,111000.0,104105.65476190476,193094.696969697,79138348.71000001,14293522.04,68083914.91,161515785.66,55865100.0,369.67089795918366,8435416834.5,1.2,
2010-02-10,143.76172000000003,158797403.94999996,320553.03030303033,111000.0,104107.14285714286,191312.1212121212,80437778.58,14323017.68,66382756.93,161143553.19,36460600.0,310.4747142857143,8386215895.5,1.2,
2010-02-11,139.61142833333335,159275432.14,319242.42424242425,111000.0,105672.61904761905,191584.84848484848,81649963.67999999,13719070.74,66160353.76,161529388.18,40258400.0,315.077612244898,8332670321.8,1.2,
2010-02-12,161.26422000000002,159617981.75,326134.46969696967,107000.0,104775.29761904762,193521.2121212121,81466466.01,13623270.73,66844200.0,161933936.74,38195600.0,354.18493877551026,8278342339.3,1.2,
2010-02-13,175.26501499999998,150927070.35,335077.6515151515,54666.66666666667,99174.10714285714,189489.39393939392,81568839.69,8225683.08,63359716.68,153154239.45,31612700.0,360.5939795918367,8218274316.4,1.2,
2010-02-14,173.58300999999994,134531380.44,335984.8484848485,48600.0,86507.44047619049,182852.27272727274,75651118.17,5472601.72,55308182.65,136431902.54,44193700.0,381.1666734693878,8178751078.0,1.2,
2010-02-15,232.15670833333334,156642961.91000003,327803.03030303033,73000.0,103596.7261904762,190497.72727272726,87037075.55,10585128.92,61298936.55,158921141.02,36817400.0,279.2253877551021,8120804321.5,1.2,4259.36888
2010-02-16,307.8282933333333,159504499.19999996,316946.96969696967,104400.0,108556.54761904762,191534.84848484848,84629055.85,14217856.43,62841650.66,161688562.94,42134100.0,353.58724489795924,8063508151.8,1.2,
2010-02-17,244.78221333333337,161179154.26,311744.3181818182,104400.0,109230.65476190476,189796.9696969697,86890541.28999999,14510209.52,62556278.309999995,163957029.12,34225400.0,296.83653061224487,7998556921.6,1.2,
2010-02-18,199.22880333333333,161778167.60000005,301941.28787878784,104400.0,105833.33333333334,184146.2121212121,89788074.98,14336696.26,60292767.3,164417538.54,36769300.0,325.2933673469388,7935342790.9,1.2,
2010-02-19,184.67707000000007,162024487.71,316992.42424242425,111400.0,108747.0238095238,192286.36363636365,90627416.85,15248071.61,58983438.14,164858926.6,32688100.0,321.0082448979592,7869523862.1,1.2,
2010-02-20,276.9737466666666,153225696.22,317128.78787878784,111400.0,102319.94047619049,189068.9393939394,81373100.03999999,15169631.8,58826100.39,155368832.23,46927500.0,244.43104081632654,7825716389.3,1.2,
2010-02-21,245.54043833333333,136193193.23999998,307492.42424242425,111400.0,97275.29761904762,182646.2121212121,65389661.61,14668813.120000001,57969041.56,138027516.29,40743200.0,256.1792040816327,7791467622.9,1.2,
2010-02-22,305.1457066666667,160869035.56,303604.1666666667,111400.0,106693.45238095238,185885.60606060608,81463735.25,15286934.75,67029098.48,163779768.48,40714300.0,267.01708163265306,7740268085.1,1.2,636627.26
2010-02-23,291.8403333333334,159705008.24,294147.7272727273,111400.0,113836.30952380951,185739.39393939392,85640769.32,15137975.629999999,62272246.839999996,163050991.79,44952500.0,260.00848979591836,7690281884.7,1.2,722693.38
2010-02-24,226.6307166666667,159762221.16,298399.6212121212,111400.0,107906.25,184421.2121212121,84183506.22,15402911.18,62716037.29,162302454.69,44226500.0,252.89995918367347,7641745417.0,1.2,842172.72
2010-02-25,240.10783000000004,158970509.64999998,298628.78787878784,111400.0,105581.84523809524,183329.54545454544,85468031.5,15494674.93,60266092.22,161228798.65,47596200.0,247.23473469387756,7593194760.0,1.2,832715.44111
2010-02-26,231.30047333333326,157562478.02999997,300852.2727272727,111400.0,107848.21428571429,185372.72727272726,82466716.36,14663299.18,62767775.28,159897790.82,57595500.0,226.61426530612246,7558204713.6,1.2,723852.35
2010-02-27,227.07966,149215219.92999998,304090.9090909091,111400.0,111098.21428571429,188322.72727272726,73233736.5,15575222.25,62744923.93,151553882.68,48765200.0,217.28585714285714,7524696215.8,1.2,735442.05
2010-02-28,198.87500333333335,133536073.47000003,303909.0909090909,111400.0,107284.2261904762,186308.33333333334,59917884.13,14003465.99,61583645.01,135504995.13,48248500.0,211.1085918367347,7506322928.0,1.2,483945.56
2010-03-01,204.57699833333334,156658311.48000002,303159.0909090909,111400.0,111410.71428571429,188109.0909090909,79929970.7,14811960.94,64071289.47,158813221.11,40017800.0,209.0817142857143,7452002441.9,0.8,723701.18
2010-03-02,186.9759383333333,159474748.70000002,293439.393939394,111400.0,109184.5238095238,183087.8787878788,86927841.79,15870248.17,59313655.13,162111745.09,48475200.0,208.50963265306123,7400357059.9,0.8,304103.65
2010-03-03,210.69030333333333,158784816.91000003,282183.71212121216,106033.33333333334,106502.9761904762,176732.57575757575,89283679.76,14283234.03,57506254.82,161073168.61,66027600.0,212.9901836734694,7362205005.3,0.8,
