fecha,precio_bolsa
2012-01-02,54.377579999999995
2012-01-03,58.600616666666674
2012-01-04,57.032244999999996
2012-01-05,58.07428000000001
2012-01-06,50.575935000000015
2012-01-07,51.52878166666665
2012-01-08,46.47217999999997
2012-01-09,50.73940999999999
2012-01-10,57.318838333333304
2012-01-11,56.432693333333354
2012-01-12,55.65320166666667
2012-01-13,50.38257500000001
2012-01-14,51.42392666666667
2012-01-15,44.680333333333316
2012-01-16,52.481081666666654
2012-01-17,67.55341500000002
2012-01-18,91.34860666666664
2012-01-19,86.69115333333338
2012-01-20,41.635268333333336
2012-01-21,45.15308000000001
2012-01-22,50.04042666666664
2012-01-23,52.17583666666666
2012-01-24,51.455779999999976
2012-01-25,60.73836166666664
2012-01-26,59.34800333333334
2012-01-27,50.96714833333335
2012-01-28,41.129583333333336
2012-01-29,40.70885499999999
2012-01-30,43.939078333333335
2012-01-31,41.08236333333332
2012-02-01,42.79800833333335
2012-02-02,43.618668333333346
2012-02-03,46.305025
2012-02-04,47.09627499999999
2012-02-05,51.89108000000002
2012-02-06,49.56730000000001
2012-02-07,44.783221666666684
2012-02-08,45.70863500000001
2012-02-09,45.46570333333332
2012-02-10,44.41312666666665
2012-02-11,50.11347333333333
2012-02-12,57.48265333333331
2012-02-13,70.57757000000002
2012-02-14,77.41321333333329
2012-02-15,79.25324333333334
2012-02-16,80.66623
2012-02-17,81.01224000000003
2012-02-18,81.81012333333335
2012-02-19,80.60125999999998
2012-02-20,81.43505
2012-02-21,109.79455333333338
2012-02-22,123.28129666666668
2012-02-23,112.39032666666668
2012-02-24,104.56826000000001
2012-02-25,115.8931083333333
2012-02-26,102.66835333333334
2012-02-27,132.79296666666662
2012-02-28,138.88807666666673
2012-02-29,134.0944533333334
2012-03-01,134.7638733333333
2012-03-02,129.9998633333333
2012-03-03,125.09173666666665
2012-03-04,128.55482666666668
2012-03-05,144.04113999999996
2012-03-06,141.66586666666674
2012-03-07,142.48782333333327
2012-03-08,139.4649116666666
2012-03-09,139.59575333333333
2012-03-10,135.92507666666668
2012-03-11,133.52023666666673
2012-03-12,138.77346500000007
2012-03-13,135.77596000000005
2012-03-14,133.84405333333333
2012-03-15,139.17661999999999
2012-03-16,137.9871266666667
2012-03-17,132.52540333333337
2012-03-18,129.76794
2012-03-19,128.29113000000004
2012-03-20,125.21203833333335
2012-03-21,122.53932999999999
2012-03-22,111.49704666666668
2012-03-23,104.28686999999996
2012-03-24,96.5450833333333
2012-03-25,95.48512333333332
2012-03-26,85.46794666666666
2012-03-27,82.36039333333333
