Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Sistema,Sistema,1795665.7,1708956.2,1647201.86,1614252.21,1618604.1,1682493.7,1966414.47,2291782.53,2437654.73,2584716.3,2724461.29,2646774.93,2617274.52,2662669.59,2652715.6,2775250.26,2776300.24,2645067.74,2490082.57,2426755.51,2267165.54,2522505.62,2382746.83,2070548.03,2010-12-20
Sistema,Sistema,1837990.98,1676894.46,1600293.3,1570959.73,1662640.64,1884488.75,2006535.2,2325983.88,2257902.41,2338891.51,2317091.22,2338885.06,2270899.85,2232535.79,2273169.7,2252483.58,2249033.98,2315950.33,2581993.31,2504803.15,2661663.2,2625218.85,2371035.15,2190078.03,2010-12-21
Sistema,Sistema,1982383.63,1987940.75,1976640.05,1976259.26,1879630.25,1948923.6,1922323.86,2203150.13,2387832.22,2324740.08,2329820.5,2310267.95,2260278.74,2259838.02,2264177.25,2244455.76,2248576.65,2152296.37,2587077.32,2547927.62,2467928.03,2564555.9,2393761.36,2324334.12,2010-12-22
Sistema,Sistema,1954174.06,1764781.23,1684583.24,1617134.05,1721336.99,1892460.71,2019752.35,2057849.48,2173427.96,2316160.65,2308373.69,2374587.49,2343948.04,2314945.19,2305412.06,2303429.98,2264235.77,2261634.69,2548095.43,2468834.41,2675479.41,2691491.35,2520824.64,2290426.58,2010-12-23
Sistema,Sistema,1928509.78,1980405.12,2040098.43,2033619.39,1961425.42,1910250.12,1888725.01,2029128.8,2159237.68,2157103.88,2097268.5,2081441.87,2090389.4,2173800.65,2249730.61,2178334.29,2152688.46,2285951.64,2510985.54,2595156.69,2476256.79,2393644.08,2493334.09,2638123.97,2010-12-24
Sistema,Sistema,2432360.22,2226036.89,2003588.33,1799808.88,1641802.96,1549375.74,1403245.19,1461555.2,1592858.06,1707739.25,1891172.35,1981606.87,1829654.26,1813272.53,1876085.57,1847214.14,1847965.58,1827596.92,2466828.71,2348658.11,2457227.51,2313180.06,2101729.71,1952907.16,2010-12-25
Sistema,Sistema,1716244.04,1674650.56,1630721.33,1568315.77,1575433.45,1628151.58,1599660.07,1702335.27,1923650.02,1904327.41,2048828.84,2162099.27,2207061.46,2164293.82,2072854.25,2029663.79,2236241.92,2421095.65,2424379.28,2456557.37,2370493.93,2317073.71,2424630.92,2086308.47,2010-12-26
Sistema,Sistema,1709035.17,1662087.23,1616900.86,1602658.32,1664064.57,1801589.28,1853640.06,1787185.58,1846086.99,1891717.07,2092090.5,2102606.18,2024961.39,1986180.53,2139469.16,2141609.49,2176649.0,2233071.32,2148835.87,1918900.46,2084479.54,2333913.8,2170539.72,1865647.62,2010-10-28
Sistema,Sistema,2244639.16,2165566.7,2135394.66,2112962.89,2110525.75,2129190.59,2103305.76,2100044.38,2220815.53,2311151.81,2429173.09,2461514.6,2348840.08,2328576.28,2224915.16,2072951.3,2054388.61,2326132.6,2221355.25,2161278.28,2167072.21,1944411.41,1908696.83,2095135.19,2010-10-29
Sistema,Sistema,1724921.16,1717006.9,1650419.66,1647342.28,1643697.11,1607324.99,1639060.62,1809665.82,1877567.9,1743620.77,1756119.72,1654962.18,1606721.68,1717600.8,1863711.27,1876521.46,1853865.37,1677210.41,1653992.23,1615060.1,1632464.77,1769675.48,1911077.03,1646109.77,2010-10-30
Sistema,Sistema,1184892.6,1134630.11,1050874.1,1021731.56,988608.13,981408.39,945122.75,1056657.36,1280495.36,1407481.12,1474933.47,1556387.32,1533913.41,1501934.44,1428832.42,1349407.07,1344936.15,1568859.0,1641263.23,1639123.87,1716517.9,1634551.54,1449065.41,1286666.22,2010-10-31
Sistema,Sistema,1480083.09,1575481.51,1474773.51,1495438.17,1441788.59,1435363.95,1555593.4,1414448.66,1352534.77,1297880.64,1467275.0,1579745.13,1626942.36,1543311.13,1446936.3,1409242.78,1407288.47,1633008.41,1831755.58,1827448.85,1565018.69,1609993.25,1317826.08,1228131.45,2010-11-01
Sistema,Sistema,1421197.86,1377761.32,1391036.13,1398663.21,1379149.59,1482514.77,1503205.43,1450398.2,1688034.13,1750087.6,1686421.82,1715983.79,1628731.76,1691817.91,1568164.82,1566662.12,1614703.82,1759056.74,1614157.47,1526126.41,1547573.54,1595803.12,1960212.63,1828853.18,2010-11-02
Sistema,Sistema,1724724.06,1775543.23,1731634.71,1814080.9,1764641.34,1948186.17,2107980.91,2265957.49,2223308.49,2221793.74,1980726.37,1916075.29,1807556.16,1828783.63,1848909.93,2066719.03,2088944.76,2123652.51,1967106.3,1822997.55,2011661.97,2087064.95,2391501.5,2037101.83,2010-11-03
Sistema,Sistema,2064126.01,2057344.26,1954902.33,2003766.82,2156912.83,2201140.34,2023746.32,1942439.79,1874258.54,1821450.91,1785966.43,1774588.2,1719453.28,1762378.66,1759792.85,1847237.75,1878671.21,1806062.83,1884459.32,1753271.06,1681278.14,1810653.01,1935260.89,2178622.62,2010-11-04
Sistema,Sistema,1944742.76,1927906.08,1806597.45,1782277.54,1846921.91,2100262.56,2242583.34,2454172.37,2447836.63,2408699.56,2367871.23,2313132.78,2311677.38,2270758.09,2256489.59,2211292.46,2227249.65,2124496.36,2101545.03,2031233.06,1952141.47,2205961.15,2344104.0,2365019.16,2010-11-05
Sistema,Sistema,1861793.46,1810154.05,1703986.01,1705517.47,1849449.62,2027224.77,2173550.12,2400780.8,2269310.39,2238228.16,2176676.36,2159641.81,2075558.44,2127280.94,2179812.71,2140706.54,2131375.07,2102391.34,2016752.53,1928622.08,1866991.46,2083662.24,2129149.02,1855063.05,2010-11-06
