Id,Value,Date
Sistema,172672920.35,2015-01-06
Sistema,174365674.47,2015-01-07
Sistema,174756240.01,2015-01-08
Sistema,175853733.81,2015-01-09
Sistema,168105443.22,2015-01-10
Sistema,152259208.85,2015-01-11
Sistema,155328081.47,2015-01-12
Sistema,177572208.25,2015-01-13
Sistema,180868418.47,2015-01-14
Sistema,180611289.47,2015-01-15
Sistema,182462964.48,2015-01-16
Sistema,171703166.92,2015-01-17
Sistema,153875311.54,2015-01-18
Sistema,179068655.07,2015-01-19
Sistema,181119941.92,2015-01-20
Sistema,180734794.51,2015-01-21
Sistema,179590226.58,2015-01-22
Sistema,180120311.32,2015-01-23
Sistema,171656237.26,2015-01-24
Sistema,155457530.42,2015-01-25
Sistema,181631885.41,2015-01-26
Sistema,185036978.04,2015-01-27
Sistema,184190405.73,2015-01-28
Sistema,184650584.51,2015-01-29
Sistema,185044072.05,2015-01-30
