Id,Value,Date
Sistema,373037200.0,2015-06-25
Sistema,383943000.0,2015-06-26
Sistema,351553900.0,2015-06-27
Sistema,306491400.0,2015-06-28
Sistema,272840100.0,2015-06-29
Sistema,107814900.0,2015-05-01
Sistema,82366400.0,2015-05-02
Sistema,83727400.0,2015-05-03
Sistema,91553500.0,2015-05-04
Sistema,76426500.0,2015-05-05
Sistema,79758700.0,2015-05-06
Sistema,95403700.0,2015-05-07
Sistema,119189900.0,2015-05-08
Sistema,80022400.0,2015-05-09
Sistema,93679400.0,2015-05-10
Sistema,76843300.0,2015-05-11
Sistema,79771300.0,2015-05-12
Sistema,79189400.0,2015-05-13
Sistema,81572600.0,2015-05-14
Sistema,136425500.0,2015-05-15
Sistema,156026900.0,2015-05-16
Sistema,172167000.0,2015-05-17
Sistema,231342600.0,2015-05-18
Sistema,148858900.0,2015-05-19
Sistema,130925600.0,2015-05-20
Sistema,258627900.0,2015-05-21
Sistema,175894100.0,2015-05-22
Sistema,151348800.0,2015-05-23
Sistema,131153700.0,2015-05-24
Sistema,215707200.0,2015-05-25
Sistema,165648100.0,2015-05-26
Sistema,153409600.0,2015-05-27
Sistema,167650000.0,2015-05-28
Sistema,310244700.0,2015-05-29
Sistema,374661300.0,2015-05-30
Sistema,98458600.0,2015-04-01
Sistema,92779200.0,2015-04-02
Sistema,187411700.0,2015-04-03
Sistema,156874200.0,2015-04-04
Sistema,131050400.0,2015-04-05
Sistema,121713700.0,2015-04-06
Sistema,145517300.0,2015-04-07
Sistema,161032600.0,2015-04-08
Sistema,127916800.0,2015-04-09
Sistema,108434800.0,2015-04-10
Sistema,177843900.0,2015-04-11
Sistema,176243800.0,2015-04-12
Sistema,139693300.0,2015-04-13
Sistema,181815000.0,2015-04-14
Sistema,179420000.0,2015-04-15
Sistema,188983600.0,2015-04-16
Sistema,183989300.0,2015-04-17
Sistema,186283700.0,2015-04-18
Sistema,212995700.0,2015-04-19
Sistema,197870100.0,2015-04-20
Sistema,185934400.0,2015-04-21
Sistema,144293300.0,2015-04-22
Sistema,119358400.0,2015-04-23
Sistema,120562900.0,2015-04-24
Sistema,161931500.0,2015-04-25
Sistema,144896800.0,2015-04-26
Sistema,138872600.0,2015-04-27
Sistema,150363800.0,2015-04-28
Sistema,112375300.0,2015-04-29
Sistema,90002500.0,2015-04-30
Sistema,79793700.0,2015-03-02
Sistema,68135700.0,2015-03-03
Sistema,79272800.0,2015-03-04
Sistema,82330700.0,2015-03-05
Sistema,87331400.0,2015-03-06
Sistema,73397300.0,2015-03-07
Sistema,69376300.0,2015-03-08
Sistema,56007200.0,2015-03-09
Sistema,77641400.0,2015-03-10
Sistema,70690600.0,2015-03-11
Sistema,71985500.0,2015-03-12
Sistema,75620800.0,2015-03-13
Sistema,73308500.0,2015-03-14
Sistema,69796000.0,2015-03-15
Sistema,68357100.0,2015-03-16
Sistema,65770500.0,2015-03-17
Sistema,98356500.0,2015-03-18
Sistema,129427100.0,2015-03-19
Sistema,131916600.0,2015-03-20
Sistema,147206900.0,2015-03-21
Sistema,109872200.0,2015-03-22
Sistema,108048700.0,2015-03-23
Sistema,79572300.0,2015-03-24
Sistema,80777700.0,2015-03-25
Sistema,89239600.0,2015-03-26
Sistema,64020300.0,2015-03-27
Sistema,85117300.0,2015-03-28
Sistema,141460700.0,2015-03-29
Sistema,106647200.0,2015-03-30
Sistema,116603200.0,2015-03-31
Sistema,101992600.0,2015-01-31
Sistema,144963500.0,2015-02-01
Sistema,104001500.0,2015-02-02
Sistema,99763800.0,2015-02-03
Sistema,78639000.0,2015-02-04
Sistema,68296800.0,2015-02-05
Sistema,97878500.0,2015-02-06
Sistema,87883900.0,2015-02-07
Sistema,117325500.0,2015-02-08
Sistema,120050700.0,2015-02-09
Sistema,141358300.0,2015-02-10
Sistema,119889700.0,2015-02-11
Sistema,89347500.0,2015-02-12
Sistema,199669600.0,2015-02-13
Sistema,116989300.0,2015-02-14
Sistema,98369300.0,2015-02-15
Sistema,83986400.0,2015-02-16
Sistema,76701200.0,2015-02-17
Sistema,67561900.0,2015-02-18
Sistema,69970700.0,2015-02-19
Sistema,65398200.0,2015-02-20
Sistema,74903500.0,2015-02-21
Sistema,59733500.0,2015-02-22
Sistema,61677100.0,2015-02-23
Sistema,64503600.0,2015-02-24
Sistema,55304700.0,2015-02-25
Sistema,64442700.0,2015-02-26
Sistema,84751200.0,2015-02-27
Sistema,77426600.0,2015-02-28
Sistema,79243500.0,2015-03-01
Sistema,66256200.0,2015-01-01
Sistema,64876900.0,2015-01-02
Sistema,64367700.0,2015-01-03
Sistema,57184800.0,2015-01-04
Sistema,55485100.0,2015-01-05
Sistema,59272500.0,2015-01-06
