Id,Value,Date
Sistema,10117478371.5,2015-02-12
Sistema,10152759991.2,2015-02-13
Sistema,10126679564.3,2015-02-14
Sistema,10089234473.5,2015-02-15
Sistema,10010302636.0,2015-02-16
Sistema,9926352817.8,2015-02-17
Sistema,9828791028.0,2015-02-18
Sistema,9734399224.2,2015-02-19
Sistema,9642932996.8,2015-02-20
Sistema,9566940261.1,2015-02-21
Sistema,9495698229.5,2015-02-22
Sistema,9400148754.6,2015-02-23
Sistema,9305398085.7,2015-02-24
Sistema,9211366336.3,2015-02-25
Sistema,9126299123.3,2015-02-26
Sistema,9067122149.8,2015-02-27
Sistema,8990604621.6,2015-02-28
Sistema,8937597691.1,2015-03-01
Sistema,12095863319.0,2015-01-01
Sistema,12054790776.4,2015-01-02
Sistema,12003244980.4,2015-01-03
Sistema,11962256983.3,2015-01-04
Sistema,11894600127.1,2015-01-05
Sistema,11821706456.5,2015-01-06
Sistema,11754130684.6,2015-01-07
Sistema,11679206594.1,2015-01-08
Sistema,11615909042.2,2015-01-09
Sistema,11568522749.9,2015-01-10
Sistema,11532429746.8,2015-01-11
Sistema,11491670876.0,2015-01-12
Sistema,11436808342.4,2015-01-13
Sistema,11355193420.6,2015-01-14
Sistema,11285404169.7,2015-01-15
Sistema,11206226332.2,2015-01-16
Sistema,11150458234.5,2015-01-17
Sistema,11109952334.3,2015-01-18
Sistema,11060502219.8,2015-01-19
Sistema,10996472840.2,2015-01-20
Sistema,10963199533.2,2015-01-21
Sistema,10941126775.5,2015-01-22
Sistema,10940271809.1,2015-01-23
Sistema,10922627426.5,2015-01-24
Sistema,10878672394.5,2015-01-25
Sistema,10798876021.2,2015-01-26
Sistema,10724056862.2,2015-01-27
Sistema,10653720937.9,2015-01-28
Sistema,10580436105.3,2015-01-29
Sistema,10519968389.0,2015-01-30
